"","Plotnummer","Rueckegasse","Esche.markiert","Baumart_kurz","Hoehe","Anzahl.Triebe","Einjaehriger.Saemling","ETS.abgestorben.frisch","ETS.abgestorben.alt","ETS.lebend","Verbiss.lebend","Verbiss.tot","Sonstige.Gruende.tot","Blattflecken","Bemerkungen","Zaun","Ausgeschlossen.Rand.Zaun","Flaeche","Jahr","ETS.abgestorben.frisch.terminal","ETS.abgestorben.alt.terminal","ETS.lebend.terminal","Verbiss.lebend.terminal","Verbiss.tot.terminal","Sonstige.Gruende.tot.terminal"
"126",NA,FALSE,"SW","GEs",7,1,FALSE,NA,NA,NA,NA,NA,NA,NA,"",FALSE,FALSE,"goe_pol",2021,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"127",8942,FALSE,"SW","GEs",6,1,TRUE,NA,NA,NA,NA,NA,NA,NA,"",TRUE,FALSE,"goe_pol",2021,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"128",NA,FALSE,"MITTE","GEs",10,1,TRUE,NA,NA,NA,NA,NA,NA,1,"",TRUE,FALSE,"goe_pol",2021,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"129",NA,FALSE,"SO","GEs",6,1,FALSE,NA,NA,NA,NA,NA,NA,NA,"",TRUE,FALSE,"goe_pol",2021,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"130",NA,FALSE,"NO","GEs",9,1,TRUE,NA,NA,NA,NA,NA,NA,NA,"",TRUE,FALSE,"goe_pol",2021,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"131",8943,FALSE,"NO","GEs",12,1,FALSE,NA,NA,NA,NA,NA,NA,1,"",TRUE,FALSE,"goe_pol",2021,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"132",NA,FALSE,"SO","GEs",6,1,FALSE,NA,NA,NA,NA,NA,NA,2,"",TRUE,FALSE,"goe_pol",2021,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"133",NA,FALSE,"MITTE","GEs",14,3,FALSE,NA,NA,NA,NA,NA,1,1,"",TRUE,FALSE,"goe_pol",2021,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"134",NA,FALSE,"NW","GEs",6,1,FALSE,NA,NA,NA,NA,NA,NA,3,"",TRUE,FALSE,"goe_pol",2021,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"135",8944,FALSE,"NO","GEs",6,1,TRUE,NA,NA,NA,NA,NA,NA,1,"",TRUE,FALSE,"goe_pol",2021,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"136",NA,FALSE,"SO","GEs",14,1,FALSE,NA,NA,NA,NA,NA,NA,1,"",TRUE,FALSE,"goe_pol",2021,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"137",NA,FALSE,"SW","GEs",6,3,FALSE,NA,NA,NA,NA,NA,2,NA,"",TRUE,FALSE,"goe_pol",2021,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
"138",NA,FALSE,"NW","GEs",34,2,FALSE,NA,NA,NA,NA,NA,NA,2,"",TRUE,FALSE,"goe_pol",2021,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"139",8945,FALSE,"SW","GEs",8,1,TRUE,NA,NA,NA,NA,NA,NA,1,"",TRUE,FALSE,"goe_pol",2021,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"140",NA,FALSE,"NW","GEs",6,1,TRUE,NA,NA,NA,NA,NA,NA,1,"",TRUE,FALSE,"goe_pol",2021,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"141",8946,FALSE,"NO","GEs",11,3,FALSE,NA,1,NA,NA,NA,NA,NA,"",TRUE,FALSE,"goe_pol",2021,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"142",NA,FALSE,"MITTE","GEs",9,3,FALSE,NA,NA,NA,NA,NA,NA,1,"",TRUE,FALSE,"goe_pol",2021,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"143",NA,FALSE,"SO","GEs",12,2,FALSE,NA,NA,NA,NA,NA,NA,NA,"",TRUE,FALSE,"goe_pol",2021,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"144",NA,FALSE,"NW","GEs",5,1,FALSE,NA,NA,NA,NA,NA,NA,2,"",TRUE,FALSE,"goe_pol",2021,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"145",8947,FALSE,"SO","GEs",8,1,TRUE,NA,NA,NA,NA,NA,NA,1,"",TRUE,FALSE,"goe_pol",2021,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"146",NA,FALSE,"NO","GEs",9,1,FALSE,NA,NA,NA,NA,NA,NA,4,"",TRUE,FALSE,"goe_pol",2021,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"147",NA,FALSE,"NW","GEs",7,1,TRUE,NA,NA,NA,NA,NA,NA,1,"",TRUE,FALSE,"goe_pol",2021,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"148",NA,FALSE,"SW","GEs",5,1,FALSE,NA,NA,NA,NA,NA,NA,1,"",TRUE,FALSE,"goe_pol",2021,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"149",8948,FALSE,"SO","GEs",9,1,TRUE,NA,NA,NA,NA,NA,NA,1,"",TRUE,FALSE,"goe_pol",2021,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"150",NA,FALSE,"NO","GEs",12,2,FALSE,NA,NA,NA,NA,NA,NA,NA,"keine Blätter",TRUE,FALSE,"goe_pol",2021,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"151",NA,FALSE,"MITTE","GEs",6,1,FALSE,NA,NA,NA,NA,NA,NA,2,"",TRUE,FALSE,"goe_pol",2021,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"152",NA,FALSE,"SW","GEs",14,2,FALSE,NA,NA,NA,NA,NA,NA,0,"",TRUE,FALSE,"goe_pol",2021,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"153",8949,FALSE,"NW","GEs",9,2,FALSE,NA,NA,NA,NA,NA,NA,NA,"",TRUE,FALSE,"goe_pol",2021,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"154",NA,FALSE,"MITTE","GEs",6,3,FALSE,NA,NA,NA,NA,1,NA,1,"",TRUE,FALSE,"goe_pol",2021,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
"155",NA,FALSE,"NO","GEs",4,1,TRUE,NA,NA,NA,NA,NA,NA,2,"",TRUE,FALSE,"goe_pol",2021,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"156",NA,FALSE,"SO","GEs",5,1,TRUE,NA,NA,NA,NA,NA,NA,1,"",TRUE,FALSE,"goe_pol",2021,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"157",8950,FALSE,"SW","GEs",12,1,TRUE,NA,NA,NA,NA,NA,NA,NA,"",TRUE,FALSE,"goe_pol",2021,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"158",NA,FALSE,"MITTE","GEs",9,1,TRUE,NA,NA,NA,NA,NA,NA,NA,"",TRUE,FALSE,"goe_pol",2021,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"159",NA,FALSE,"NW","GEs",7,1,TRUE,NA,NA,NA,NA,NA,NA,1,"",TRUE,FALSE,"goe_pol",2021,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"160",NA,FALSE,"NO","GEs",9,1,TRUE,NA,NA,NA,NA,NA,NA,1,"",TRUE,FALSE,"goe_pol",2021,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"161",8951,FALSE,"NW","GEs",3,1,FALSE,NA,NA,NA,NA,NA,1,NA,"",TRUE,FALSE,"goe_pol",2021,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
"162",NA,FALSE,"NO","GEs",8,1,FALSE,NA,NA,NA,NA,NA,NA,1,"",TRUE,FALSE,"goe_pol",2021,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"163",NA,FALSE,"SO","GEs",7,1,FALSE,NA,NA,NA,NA,NA,NA,1,"",TRUE,FALSE,"goe_pol",2021,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"164",8952,FALSE,"SO","GEs",4,1,TRUE,NA,NA,NA,NA,NA,NA,1,"",TRUE,FALSE,"goe_pol",2021,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"165",NA,FALSE,"NW","GEs",7,1,FALSE,NA,NA,NA,NA,NA,NA,3,"",TRUE,FALSE,"goe_pol",2021,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"166",NA,FALSE,"NO","GEs",5,1,FALSE,NA,NA,NA,NA,NA,NA,4,"",TRUE,FALSE,"goe_pol",2021,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"167",8953,FALSE,"SW","GEs",7,1,TRUE,NA,NA,NA,NA,NA,NA,1,"",TRUE,FALSE,"goe_pol",2021,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"168",NA,FALSE,"MITTE","GEs",6,1,TRUE,NA,NA,NA,NA,NA,NA,3,"",TRUE,FALSE,"goe_pol",2021,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"169",8954,FALSE,"NW","GEs",5,1,FALSE,NA,NA,NA,NA,NA,NA,2,"",TRUE,FALSE,"goe_pol",2021,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"170",NA,FALSE,"NO","GEs",8,1,TRUE,NA,NA,NA,NA,NA,NA,1,"",TRUE,FALSE,"goe_pol",2021,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"171",NA,FALSE,"SO","GEs",8,1,FALSE,NA,NA,NA,NA,NA,NA,3,"",TRUE,FALSE,"goe_pol",2021,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"172",NA,FALSE,"SW","GEs",9,1,TRUE,NA,NA,NA,NA,NA,NA,1,"",TRUE,FALSE,"goe_pol",2021,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"173",8955,FALSE,"NW","GEs",10,1,FALSE,NA,NA,NA,NA,NA,NA,3,"",TRUE,FALSE,"goe_pol",2021,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"174",NA,FALSE,"NO","GEs",6,1,TRUE,NA,NA,NA,NA,NA,NA,0,"",TRUE,FALSE,"goe_pol",2021,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"175",NA,FALSE,"SO","GEs",8,1,TRUE,NA,NA,NA,NA,NA,NA,1,"",TRUE,FALSE,"goe_pol",2021,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"176",NA,FALSE,"SW","GEs",6,1,FALSE,NA,NA,NA,NA,NA,NA,2,"",TRUE,FALSE,"goe_pol",2021,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"177",8956,FALSE,"NO","GEs",6,1,TRUE,NA,NA,NA,NA,NA,NA,1,"",TRUE,FALSE,"goe_pol",2021,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"178",NA,FALSE,"MITTE","GEs",3,1,FALSE,NA,NA,NA,NA,NA,NA,0,"",TRUE,FALSE,"goe_pol",2021,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"179",NA,FALSE,"NW","GEs",3,1,TRUE,NA,NA,NA,NA,NA,NA,1,"",TRUE,FALSE,"goe_pol",2021,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"180",NA,FALSE,"SW","GEs",9,1,TRUE,NA,NA,NA,NA,NA,NA,0,"",TRUE,FALSE,"goe_pol",2021,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"181",8957,FALSE,"SO","GEs",6,1,TRUE,NA,NA,NA,NA,NA,NA,0,"Teil des Buchenstammes verdeckt den Plot",TRUE,FALSE,"goe_pol",2021,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"182",NA,FALSE,"SW","GEs",9,1,TRUE,NA,NA,NA,NA,NA,NA,0,"",TRUE,FALSE,"goe_pol",2021,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"183",NA,FALSE,"MITTE","GEs",6,1,TRUE,NA,NA,NA,NA,NA,NA,NA,"",TRUE,FALSE,"goe_pol",2021,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"184",8958,FALSE,"SW","GEs",6,1,TRUE,NA,NA,NA,NA,NA,NA,1,"",TRUE,FALSE,"goe_pol",2021,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"185",NA,FALSE,"NW","GEs",3,1,TRUE,NA,NA,NA,NA,NA,NA,1,"",TRUE,FALSE,"goe_pol",2021,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"186",NA,FALSE,"MITTE","GEs",7,1,TRUE,NA,NA,NA,NA,NA,NA,0,"",TRUE,FALSE,"goe_pol",2021,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"187",NA,FALSE,"NO","GEs",4,1,TRUE,NA,NA,NA,NA,NA,NA,0,"",TRUE,FALSE,"goe_pol",2021,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"188",8959,FALSE,"NW","GEs",6,1,TRUE,NA,NA,NA,NA,NA,NA,NA,"",TRUE,FALSE,"goe_pol",2021,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"189",NA,FALSE,"NO","GEs",7,1,TRUE,NA,NA,NA,NA,NA,NA,1,"",TRUE,FALSE,"goe_pol",2021,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"190",NA,FALSE,"SW","GEs",4,1,TRUE,NA,NA,NA,NA,NA,NA,0,"",TRUE,FALSE,"goe_pol",2021,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"191",NA,FALSE,"SO","GEs",6,1,FALSE,NA,NA,NA,NA,NA,NA,0,"",TRUE,FALSE,"goe_pol",2021,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"192",8960,FALSE,"SW","GEs",7,1,FALSE,NA,NA,NA,NA,NA,NA,1,"",TRUE,FALSE,"goe_pol",2021,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"193",NA,FALSE,"NW","GEs",3,1,TRUE,NA,NA,NA,NA,NA,NA,NA,"",TRUE,FALSE,"goe_pol",2021,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"194",NA,FALSE,"NO","GEs",10,1,FALSE,NA,NA,NA,NA,NA,NA,1,"",TRUE,FALSE,"goe_pol",2021,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"195",8961,FALSE,"SW","GEs",4,1,TRUE,NA,NA,NA,NA,NA,NA,1,"",TRUE,FALSE,"goe_pol",2021,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"196",NA,FALSE,"NW","GEs",5,1,TRUE,NA,NA,NA,NA,NA,NA,1,"",TRUE,FALSE,"goe_pol",2021,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"197",8962,FALSE,"SW","GEs",3,1,TRUE,NA,NA,NA,NA,NA,NA,2,"",TRUE,FALSE,"goe_pol",2021,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"198",NA,FALSE,"SO","GEs",8,1,TRUE,NA,NA,NA,NA,NA,NA,1,"",TRUE,FALSE,"goe_pol",2021,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"199",NA,FALSE,"NO","GEs",7,1,FALSE,NA,NA,NA,NA,NA,NA,3,"",TRUE,FALSE,"goe_pol",2021,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"200",8963,FALSE,"SO","GEs",4,1,FALSE,NA,NA,NA,NA,NA,NA,1,"",TRUE,FALSE,"goe_pol",2021,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"201",NA,FALSE,"SW","GEs",8,1,FALSE,NA,NA,NA,NA,NA,NA,0,"",TRUE,FALSE,"goe_pol",2021,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"202",NA,FALSE,"NW","GEs",11,1,FALSE,NA,NA,NA,NA,NA,NA,1,"",TRUE,FALSE,"goe_pol",2021,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"203",NA,FALSE,"NO","GEs",6,1,FALSE,NA,NA,NA,NA,NA,NA,1,"",TRUE,FALSE,"goe_pol",2021,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"204",8964,FALSE,"SO","GEs",7,2,FALSE,NA,NA,NA,NA,NA,NA,2,"",TRUE,FALSE,"goe_pol",2021,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"205",NA,FALSE,"MITTE","GEs",6,1,FALSE,NA,NA,NA,NA,NA,NA,1,"",TRUE,FALSE,"goe_pol",2021,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"206",NA,FALSE,"SW","GEs",7,1,TRUE,NA,NA,NA,NA,NA,NA,NA,"",TRUE,FALSE,"goe_pol",2021,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"207",NA,FALSE,"NW","GEs",3,1,FALSE,NA,NA,NA,NA,NA,NA,NA,"",TRUE,FALSE,"goe_pol",2021,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"208",8965,FALSE,"NO","GEs",8,1,FALSE,NA,NA,NA,NA,NA,NA,0,"",TRUE,FALSE,"goe_pol",2021,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"209",NA,FALSE,"SW","GEs",10,1,FALSE,NA,NA,NA,NA,NA,NA,2,"",TRUE,FALSE,"goe_pol",2021,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"210",NA,FALSE,"MITTE","GEs",7,1,FALSE,NA,NA,NA,NA,NA,NA,1,"",TRUE,FALSE,"goe_pol",2021,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"211",8966,FALSE,"SW","GEs",7,1,TRUE,NA,NA,NA,NA,NA,NA,0,"",TRUE,FALSE,"goe_pol",2021,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"212",NA,FALSE,"MITTE","GEs",6,1,FALSE,NA,NA,NA,NA,NA,NA,3,"",TRUE,FALSE,"goe_pol",2021,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"213",NA,FALSE,"NW","GEs",5,1,TRUE,NA,NA,NA,NA,NA,NA,5,"",TRUE,FALSE,"goe_pol",2021,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"214",8967,FALSE,"NO","GEs",10,1,FALSE,NA,NA,NA,NA,NA,NA,3,"",TRUE,FALSE,"goe_pol",2021,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"215",NA,FALSE,"SO","GEs",7,1,TRUE,NA,NA,NA,NA,NA,NA,2,"",TRUE,FALSE,"goe_pol",2021,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"216",NA,FALSE,"SW","GEs",8,1,FALSE,NA,NA,NA,NA,NA,NA,NA,"",TRUE,FALSE,"goe_pol",2021,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"217",NA,FALSE,"NW","GEs",8,2,FALSE,NA,NA,NA,NA,NA,NA,5,"",TRUE,FALSE,"goe_pol",2021,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"218",8968,FALSE,"NO","GEs",4,1,TRUE,NA,NA,NA,NA,NA,NA,2,"",TRUE,FALSE,"goe_pol",2021,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"219",NA,FALSE,"SW","GEs",7,1,TRUE,NA,NA,NA,NA,NA,NA,1,"",TRUE,FALSE,"goe_pol",2021,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"220",8969,FALSE,"SO","GEs",8,1,FALSE,NA,NA,NA,NA,NA,NA,2,"",TRUE,FALSE,"goe_pol",2021,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"221",NA,FALSE,"SW","GEs",5,1,TRUE,NA,NA,NA,NA,NA,NA,1,"",TRUE,FALSE,"goe_pol",2021,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"222",NA,FALSE,"NO","GEs",13,1,FALSE,NA,NA,NA,NA,NA,NA,2,"",TRUE,FALSE,"goe_pol",2021,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"223",8970,FALSE,"SO","GEs",13,2,FALSE,NA,NA,NA,NA,1,NA,3,"",TRUE,FALSE,"goe_pol",2021,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"224",NA,FALSE,"NW","GEs",6,1,FALSE,NA,NA,NA,NA,NA,NA,0,"",TRUE,FALSE,"goe_pol",2021,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"225",NA,FALSE,"MITTE","GEs",12,1,FALSE,NA,NA,NA,NA,NA,NA,3,"",TRUE,FALSE,"goe_pol",2021,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"226",8971,FALSE,"SW","GEs",5,1,TRUE,NA,NA,NA,NA,NA,NA,1,"",TRUE,FALSE,"goe_pol",2021,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"227",NA,FALSE,"MITTE","GEs",8,1,TRUE,NA,NA,NA,NA,NA,NA,NA,"",TRUE,FALSE,"goe_pol",2021,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"228",NA,FALSE,"SO","GEs",5,1,TRUE,NA,NA,NA,NA,NA,NA,2,"",TRUE,FALSE,"goe_pol",2021,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"229",8972,FALSE,"SO","GEs",8,2,FALSE,NA,NA,NA,NA,1,NA,1,"",TRUE,FALSE,"goe_pol",2021,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
"230",NA,FALSE,"MITTE","GEs",7,1,TRUE,NA,NA,NA,NA,NA,NA,1,"",TRUE,FALSE,"goe_pol",2021,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"231",NA,FALSE,"SW","GEs",7,1,TRUE,NA,NA,NA,NA,NA,NA,1,"",TRUE,FALSE,"goe_pol",2021,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"232",NA,FALSE,"NW","GEs",6,1,TRUE,NA,NA,NA,NA,NA,NA,1,"",TRUE,FALSE,"goe_pol",2021,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"233",8973,FALSE,"SO","GEs",11,1,FALSE,NA,NA,NA,NA,NA,NA,1,"",TRUE,FALSE,"goe_pol",2021,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"234",NA,FALSE,"SW","GEs",5,1,TRUE,NA,NA,NA,NA,NA,NA,3,"",TRUE,FALSE,"goe_pol",2021,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"235",NA,FALSE,"NW","GEs",4,1,FALSE,NA,NA,NA,NA,NA,NA,2,"",TRUE,FALSE,"goe_pol",2021,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"236",NA,FALSE,"NO","GEs",7,1,TRUE,NA,NA,NA,NA,NA,NA,5,"",TRUE,FALSE,"goe_pol",2021,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"237",8974,FALSE,"NW","GEs",6,1,TRUE,NA,NA,NA,NA,NA,NA,0,"",TRUE,FALSE,"goe_pol",2021,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"238",NA,FALSE,"SW","GEs",10,1,FALSE,NA,NA,NA,NA,NA,NA,1,"",TRUE,FALSE,"goe_pol",2021,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"239",NA,FALSE,"NO","GEs",7,1,TRUE,NA,NA,NA,NA,NA,NA,2,"",TRUE,FALSE,"goe_pol",2021,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"240",NA,FALSE,"SO","GEs",5,1,TRUE,NA,NA,NA,NA,NA,NA,1,"",TRUE,FALSE,"goe_pol",2021,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"241",8975,FALSE,"SO","GEs",13,1,FALSE,NA,NA,NA,NA,NA,NA,1,"",TRUE,FALSE,"goe_pol",2021,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"242",NA,FALSE,"SW","GEs",4,1,TRUE,NA,NA,NA,NA,NA,NA,1,"",TRUE,FALSE,"goe_pol",2021,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"243",NA,FALSE,"NW","GEs",5,1,TRUE,NA,NA,NA,NA,NA,NA,1,"",TRUE,FALSE,"goe_pol",2021,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"244",8976,FALSE,"NW","GEs",8,1,TRUE,NA,NA,NA,NA,NA,NA,1,"",TRUE,FALSE,"goe_pol",2021,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"245",NA,FALSE,"NO","GEs",17,1,FALSE,NA,NA,NA,NA,NA,NA,1,"",TRUE,FALSE,"goe_pol",2021,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"246",NA,FALSE,"SO","GEs",8,1,TRUE,NA,NA,NA,NA,NA,NA,1,"",TRUE,FALSE,"goe_pol",2021,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"247",NA,FALSE,"SW","GEs",15,1,TRUE,NA,NA,NA,NA,NA,NA,1,"",TRUE,FALSE,"goe_pol",2021,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"248",8977,FALSE,"SO","GEs",16,3,FALSE,1,NA,NA,NA,NA,NA,3,"",TRUE,FALSE,"goe_pol",2021,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
"249",NA,FALSE,"MITTE","GEs",7,1,FALSE,NA,NA,NA,NA,NA,NA,0,"",TRUE,FALSE,"goe_pol",2021,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"250",NA,FALSE,"NW","GEs",17,1,FALSE,NA,NA,NA,NA,NA,NA,1,"",TRUE,FALSE,"goe_pol",2021,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"251",NA,FALSE,"NO","GEs",10,1,FALSE,NA,NA,NA,NA,NA,NA,NA,"Keine Blätter",TRUE,FALSE,"goe_pol",2021,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"252",8978,FALSE,"SO","GEs",6,1,TRUE,NA,NA,NA,NA,NA,NA,0,"",TRUE,FALSE,"goe_pol",2021,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"253",NA,FALSE,"SW","GEs",14,1,TRUE,NA,NA,NA,NA,NA,NA,0,"",TRUE,FALSE,"goe_pol",2021,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"254",NA,FALSE,"NW","GEs",8,1,TRUE,NA,NA,NA,NA,NA,NA,1,"",TRUE,FALSE,"goe_pol",2021,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"255",NA,FALSE,"NO","GEs",4,1,TRUE,NA,NA,NA,NA,NA,NA,4,"",TRUE,FALSE,"goe_pol",2021,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"256",8979,FALSE,"SO","GEs",8,1,TRUE,NA,NA,NA,NA,NA,NA,3,"",TRUE,FALSE,"goe_pol",2021,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"257",NA,FALSE,"SW","GEs",8,1,TRUE,NA,NA,NA,NA,NA,NA,3,"",TRUE,FALSE,"goe_pol",2021,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"258",NA,FALSE,"MITTE","GEs",10,2,FALSE,NA,NA,NA,NA,NA,NA,1,"",TRUE,FALSE,"goe_pol",2021,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"259",NA,FALSE,"NW","GEs",8,1,TRUE,NA,NA,NA,NA,NA,NA,1,"",TRUE,FALSE,"goe_pol",2021,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"260",8980,FALSE,"SW","GEs",5,1,TRUE,NA,NA,NA,NA,NA,NA,3,"",TRUE,FALSE,"goe_pol",2021,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"261",NA,FALSE,"NW","GEs",6,1,TRUE,NA,NA,NA,NA,NA,NA,3,"",TRUE,FALSE,"goe_pol",2021,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
