"","Bemerkungen_21","Plotnummer","Rueckegasse_21","Esche.markiert","Hoehe_21","Anzahl.Triebe_21","Einjaehriger.Saemling_21","ETS.abgestorben.frisch_21","ETS.abgestorben.alt_21","ETS.lebend_21","Verbiss.lebend_21","Verbiss.tot_21","Sonstige.Gruende.tot_21","Blattflecken_21","Zaun","Flaeche","ETS.abgestorben.frisch.terminal_21","ETS.abgestorben.alt.terminal_21","ETS.lebend.terminal_21","Verbiss.lebend.terminal_21","Verbiss.tot.terminal_21","Sonstige.Gruende.tot.terminal_21","Aceria.fraxinivora_21","nicht.gerade_21","gruene.hoehe_21","tot_21","manuell.checken","mehr.ressourcen_21","ETS_21","Triebe.lebend_21","ID","Bemerkungen_22","Gefunden","Hoehe_22","Anzahl.Triebe_22","Einjaehriger.Saemling_22","ETS.abgestorben.frisch_22","ETS.abgestorben.alt_22","ETS.lebend_22","Verbiss.lebend_22","Verbiss.tot_22","Sonstige.Gruende.tot_22","Gruene.Hoehe_22","Aceria.fraxinivora_22","Nicht.gerade_22","ETS.abgestorben.frisch.terminal_22","ETS.abgestorben.alt.terminal_22","ETS.lebend.terminal_22","Verbiss.lebend.terminal_22","Verbiss.tot.terminal_22","Sonstige.Gruende.tot.terminal_22","Aceria.fraxinivora.terminal_22","Tot_22","mehr.ressourcen_22","nochmal.checken","ETS_22","Triebe.lebend_22","TSF","DSF","ISF","Zuwachs","ETS","ETS_terminal"
"109","",8724,FALSE,"SO",4,1,TRUE,0,0,0,0,0,0,0,TRUE,"goe_ans",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,1,"8724SO","tot",TRUE,4,1,FALSE,0,0,0,0,0,1,NA,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,0,0.13,0.15,0.09,0,FALSE,FALSE
"110","",8724,FALSE,"MITTE",4,1,TRUE,0,0,0,0,0,0,4,TRUE,"goe_ans",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,1,"8724MITTE","tot",TRUE,4,1,FALSE,0,0,0,0,0,1,NA,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,0,0.13,0.15,0.09,0,FALSE,FALSE
"111","keine Blätter",8724,FALSE,"SW",7,1,FALSE,0,0,0,0,0,0,NA,TRUE,"goe_ans",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,1,"8724SW","tot",TRUE,7,1,FALSE,0,0,0,0,0,1,NA,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,0,0.13,0.15,0.09,0,FALSE,FALSE
"112","",8725,FALSE,"NO",6,1,FALSE,0,0,0,0,0,0,1,TRUE,"goe_ans",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,1,"8725NO","",TRUE,7,1,FALSE,0,0,0,0,0,1,2,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0.27,0.31,0.21,-4,FALSE,FALSE
"113","",8726,FALSE,"NW",15,1,FALSE,0,0,0,0,0,0,1,TRUE,"goe_ans",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,1,"8726NW","",TRUE,15,1,FALSE,0,0,0,0,0,0,NA,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,0.12,0.12,0.12,0,FALSE,FALSE
"114","",8727,FALSE,"NW",6,1,FALSE,0,0,0,0,0,0,1,TRUE,"goe_ans",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,1,"8727NW","",TRUE,6,1,FALSE,0,0,0,0,0,0,NA,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,0.12,0.11,0.14,0,FALSE,FALSE
"115","",8729,FALSE,"NO",6,1,TRUE,0,0,0,0,0,0,1,TRUE,"goe_ans",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,1,"8729NO","",TRUE,6,1,FALSE,0,0,0,0,0,0,NA,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,0.17,0.13,0.23,0,FALSE,FALSE
"116","",8730,FALSE,"MITTE",18,1,FALSE,0,0,0,0,0,0,1,TRUE,"goe_ans",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,1,"8730MITTE","tot",TRUE,18,1,FALSE,0,0,0,0,0,1,NA,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,0,0.27,0.2,0.37,0,FALSE,FALSE
"117","umgeknickt",8733,FALSE,"NW",6,1,FALSE,0,0,1,0,0,0,NA,TRUE,"goe_ans",FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,NA,FALSE,FALSE,FALSE,TRUE,1,"8733NW","tot",TRUE,6,1,FALSE,0,0,0,0,0,1,NA,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,0,0.25,0.21,0.32,0,TRUE,TRUE
"118","",8734,FALSE,"NO",8,1,FALSE,0,0,0,0,0,0,NA,TRUE,"goe_ans",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,1,"8734NO","tot",TRUE,8,1,FALSE,0,0,0,0,0,1,NA,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,0,0.16,0.19,0.11,0,FALSE,FALSE
"119","",8737,FALSE,"SW",8,1,TRUE,0,0,0,0,0,0,NA,TRUE,"goe_ans",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,1,"8737SW","",TRUE,8,1,FALSE,0,0,0,0,0,0,NA,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,0.12,0.14,0.09,0,FALSE,FALSE
"120","",8738,FALSE,"MITTE",10,1,TRUE,0,0,0,0,0,0,1,TRUE,"goe_ans",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,1,"8738MITTE","",TRUE,8,1,FALSE,0,0,0,0,0,0,NA,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,0.22,0.26,0.16,-2,FALSE,FALSE
"121","",8741,FALSE,"NW",10,1,FALSE,0,0,0,0,0,0,2,TRUE,"goe_ans",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,1,"8741NW","",TRUE,9,1,FALSE,0,0,0,0,0,0,NA,0,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,0.18,0.22,0.11,-1,FALSE,FALSE
"122","",8742,FALSE,"SW",10,1,FALSE,0,0,0,0,0,0,0,TRUE,"goe_ans",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,1,"8742SW","",TRUE,10,1,FALSE,0,0,0,0,0,0,NA,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,0.07,0.07,0.08,0,FALSE,FALSE
"123","",8743,FALSE,"SW",8,1,FALSE,0,0,0,0,0,0,NA,TRUE,"goe_ans",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,1,"8743SW","",TRUE,8,3,FALSE,0,0,0,0,0,0,NA,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,3,0.13,0.14,0.12,0,FALSE,FALSE
"124","keine Blätter",8746,FALSE,"SO",27,3,FALSE,0,0,0,0,1,0,NA,TRUE,"goe_ans",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,2,"8746SO","",TRUE,27,2,FALSE,0,0,0,0,0,1,NA,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,0.2,0.14,0.28,0,FALSE,FALSE
"125","keine Blätter",8747,FALSE,"NO",20,1,FALSE,0,0,0,0,0,0,NA,TRUE,"goe_ans",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,1,"8747NO","",TRUE,18,1,FALSE,0,0,0,0,0,0,NA,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,0.16,0.12,0.23,-2,FALSE,FALSE
"126","",8748,FALSE,"SW",6,1,TRUE,0,0,0,0,0,0,NA,TRUE,"goe_ans",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,1,"8748SW","tot, vom totholz erschlagen",TRUE,6,1,FALSE,0,0,0,0,0,1,NA,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,0,0.1,0.1,0.11,0,FALSE,FALSE
"127","keine Blätter",8750,FALSE,"NO",16,1,FALSE,0,0,1,0,0,0,NA,TRUE,"goe_ans",FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,TRUE,1,"8750NO","",TRUE,16,2,FALSE,1,0,0,0,0,0,9,0,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,1,0.1,0.07,0.14,-7,TRUE,TRUE
"128","keine Blätter",8750,FALSE,"SW",8,1,FALSE,0,0,0,0,0,0,NA,TRUE,"goe_ans",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,1,"8750SW","",TRUE,8,2,FALSE,0,0,0,0,0,0,NA,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,2,0.1,0.07,0.14,0,FALSE,FALSE
"129","keine Blätter",8750,FALSE,"NW",23,6,FALSE,0,0,1,0,1,0,NA,TRUE,"goe_ans",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,TRUE,5,"8750NW","",TRUE,24,6,FALSE,1,0,0,0,1,0,23,0,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,4,0.1,0.07,0.14,0,TRUE,TRUE
"130","",8751,FALSE,"SW",13,4,FALSE,0,0,1,0,0,1,NA,TRUE,"goe_ans",FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,TRUE,3,"8751SW","tot, vielleichjt ets?",TRUE,13,4,FALSE,0,0,0,0,0,4,NA,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,0,0.18,0.14,0.24,0,TRUE,TRUE
"131","",8752,FALSE,"NW",13,1,FALSE,0,0,1,0,0,0,NA,TRUE,"goe_ans",FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,TRUE,1,"8752NW","tot, evtl ets?",TRUE,13,1,FALSE,0,0,0,0,0,1,NA,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,0,0.18,0.16,0.22,0,TRUE,TRUE
"132","",8757,FALSE,"NW",8,2,FALSE,0,0,0,0,0,0,NA,TRUE,"goe_ans",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,2,"8757NW","",TRUE,7,2,FALSE,0,0,0,0,0,0,NA,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,2,0.07,0.07,0.06,-1,FALSE,FALSE
"133","",8760,FALSE,"SO",6,1,FALSE,0,0,0,0,0,0,NA,FALSE,"goe_ans",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,1,"8760SO","",TRUE,6,2,FALSE,0,0,0,0,0,0,NA,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,2,0.15,0.15,0.16,0,FALSE,FALSE
"134","",8761,FALSE,"SW",10,1,TRUE,0,0,0,0,0,0,NA,FALSE,"goe_ans",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,1,"8761SW","",TRUE,10,1,FALSE,0,0,0,0,0,0,NA,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,0.14,0.14,0.14,0,FALSE,FALSE
"135","",8762,TRUE,"SO",8,1,FALSE,0,0,0,0,0,0,NA,FALSE,"goe_ans",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,1,"8762SO","",TRUE,8,1,FALSE,0,0,1,0,0,0,2,0,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,1,0.17,0.17,0.17,-6,TRUE,TRUE
"136","",8763,FALSE,"SO",14,2,FALSE,0,0,0,0,0,1,NA,FALSE,"goe_ans",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,1,"8763SO","",TRUE,14,2,FALSE,0,0,0,0,0,1,NA,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,0.12,0.14,0.1,0,FALSE,FALSE
"137","",8764,FALSE,"NO",7,1,TRUE,0,0,0,0,0,0,NA,FALSE,"goe_ans",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,1,"8764NO","",TRUE,7,1,FALSE,1,0,0,0,0,0,3,0,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,0,0.11,0.13,0.09,-4,TRUE,TRUE
"138","",8764,FALSE,"SO",8,1,TRUE,0,0,0,0,0,0,NA,FALSE,"goe_ans",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,1,"8764SO","",TRUE,8,1,FALSE,0,0,0,0,0,0,NA,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,0.11,0.13,0.09,0,FALSE,FALSE
"139","",8765,FALSE,"NW",8,1,TRUE,0,0,0,0,0,0,NA,FALSE,"goe_ans",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,1,"8765NW","",TRUE,8,1,FALSE,0,0,0,0,0,0,NA,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,0.13,0.15,0.11,0,FALSE,FALSE
"140","",8770,FALSE,"SW",8,1,TRUE,0,0,0,0,0,0,NA,FALSE,"goe_ans",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,1,"8770SW","tot",TRUE,8,1,FALSE,0,0,0,0,0,1,NA,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,0,0.1,0.09,0.12,0,FALSE,FALSE
"141","",8772,FALSE,"NW",10,1,TRUE,0,0,0,0,0,0,NA,FALSE,"goe_ans",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,1,"8772NW","totholz drückt haupttrieb",TRUE,2,3,FALSE,0,0,0,0,0,1,NA,0,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,2,0.19,0.24,0.11,-8,FALSE,FALSE
"142","",8773,FALSE,"SW",8,1,FALSE,0,0,0,0,0,0,NA,FALSE,"goe_ans",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,1,"8773SW","",TRUE,8,1,FALSE,0,0,0,0,0,0,NA,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,0.2,0.22,0.16,0,FALSE,FALSE
"143","",8774,FALSE,"NW",6,1,FALSE,0,0,0,0,0,0,NA,FALSE,"goe_ans",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,1,"8774NW","",TRUE,6,1,FALSE,0,0,0,0,0,0,NA,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,0.09,0.11,0.07,0,FALSE,FALSE
"144","",8776,FALSE,"SW",6,1,TRUE,0,0,0,0,0,0,NA,FALSE,"goe_ans",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,1,"8776SW","270 in nord hälfte",TRUE,6,1,FALSE,0,0,0,0,0,0,NA,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,0.14,0.17,0.1,0,FALSE,FALSE
"145","",8777,FALSE,"SO",10,1,FALSE,0,0,0,0,0,0,NA,FALSE,"goe_ans",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,1,"8777SO","",TRUE,10,2,FALSE,1,0,0,0,0,0,6,0,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,1,0.24,0.27,0.19,-4,TRUE,TRUE
"146","",8778,FALSE,"SO",7,1,TRUE,0,0,0,0,0,0,NA,FALSE,"goe_ans",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,1,"8778SO","",TRUE,7,3,FALSE,0,0,0,0,0,0,NA,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,3,0.23,0.27,0.17,0,FALSE,FALSE
"147","",8778,FALSE,"SW",13,1,FALSE,0,0,0,0,0,0,NA,FALSE,"goe_ans",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,1,"8778SW","",TRUE,13,1,FALSE,0,0,0,0,0,1,NA,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0.23,0.27,0.17,0,FALSE,FALSE
"148","",8778,FALSE,"NO",8,1,TRUE,0,0,0,0,0,0,NA,FALSE,"goe_ans",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,1,"8778NO","",TRUE,10,1,FALSE,0,0,0,0,0,1,8,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0.23,0.27,0.17,0,FALSE,FALSE
"149","",8779,TRUE,"SW",7,1,FALSE,0,0,0,0,0,0,NA,FALSE,"goe_ans",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,1,"8779SW","",TRUE,7,1,FALSE,0,0,0,0,0,0,NA,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,0.24,0.26,0.2,0,FALSE,FALSE
"150","",8779,TRUE,"NO",6,1,FALSE,0,0,0,0,0,0,NA,FALSE,"goe_ans",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,1,"8779NO","tot",TRUE,6,1,FALSE,0,0,0,0,0,1,NA,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,0,0.24,0.26,0.2,0,FALSE,FALSE
"151","",8781,FALSE,"SO",13,1,FALSE,0,0,0,0,0,0,NA,FALSE,"goe_ans",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,1,"8781SO","",TRUE,14,3,FALSE,1,0,0,0,0,0,6,0,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,2,0.23,0.2,0.27,-7,TRUE,TRUE
"152","",8782,FALSE,"SO",18,1,FALSE,0,0,0,1,0,0,NA,FALSE,"goe_ans",FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,1,"8782SO","",TRUE,18,3,FALSE,0,0,0,0,1,0,NA,0,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,2,0.24,0.2,0.3,0,FALSE,FALSE
"153","",8783,FALSE,"SO",6,1,FALSE,0,0,0,0,1,0,NA,FALSE,"goe_ans",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,0,"8783SO","",TRUE,6,1,FALSE,0,0,0,1,0,0,NA,0,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,0.27,0.25,0.3,0,FALSE,FALSE
"154","",8784,FALSE,"NO",11,1,FALSE,0,0,0,0,0,0,NA,FALSE,"goe_ans",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,1,"8784NO","tot",TRUE,11,1,FALSE,0,0,0,0,0,1,NA,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,0,0.33,0.33,0.34,0,FALSE,FALSE
"155","",8785,FALSE,"NO",6,1,FALSE,0,0,0,0,0,0,NA,FALSE,"goe_ans",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,1,"8785NO","tot",TRUE,6,1,FALSE,0,0,0,0,0,1,NA,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,0,0.12,0.1,0.14,0,FALSE,FALSE
"156","",8789,FALSE,"NO",13,1,FALSE,0,0,0,0,0,0,NA,FALSE,"goe_ans",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,1,"8789NO","",TRUE,13,2,FALSE,0,0,0,0,0,0,NA,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,2,0.05,0.03,0.08,0,FALSE,FALSE
"157","",8789,FALSE,"SO",7,1,TRUE,0,0,0,0,0,0,NA,FALSE,"goe_ans",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,1,"8789SO","",TRUE,7,1,FALSE,0,0,0,0,0,0,NA,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,0.05,0.03,0.08,0,FALSE,FALSE
"158","",8790,FALSE,"NO",7,1,FALSE,0,0,0,0,0,0,NA,FALSE,"goe_ans",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,1,"8790NO","",TRUE,6,1,FALSE,0,0,0,0,0,0,NA,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,0.04,0.03,0.06,-1,FALSE,FALSE
"159","",8791,FALSE,"NO",13,1,FALSE,0,0,0,0,0,0,NA,FALSE,"goe_ans",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,1,"8791NO","",TRUE,12,3,FALSE,0,0,0,0,0,2,NA,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,0.1,0.07,0.14,-1,FALSE,FALSE
"160","",8793,FALSE,"SO",13,1,FALSE,0,0,0,1,0,0,NA,FALSE,"goe_ans",FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,1,"8793SO","tot",TRUE,12,1,FALSE,0,0,0,1,0,0,NA,0,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,1,0.18,0.14,0.23,-1,FALSE,FALSE
"161","",8794,FALSE,"SW",9,1,FALSE,0,0,0,0,0,0,NA,FALSE,"goe_ans",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,1,"8794SW","tot",TRUE,9,1,FALSE,0,0,0,0,0,1,NA,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,0,0.08,0.07,0.1,0,FALSE,FALSE
"162","",8794,FALSE,"NW",8,1,FALSE,0,0,0,0,0,0,NA,FALSE,"goe_ans",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,1,"8794NW","",TRUE,7,2,FALSE,1,0,0,0,0,0,6,0,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,1,0.08,0.07,0.1,-2,TRUE,TRUE
