          name           ,        time        , DSF, ISF, TSF, Opn,GapF,  LAI, ELAD, atm,Cos,Start, End, TF,AOV,   lat, angle, thr
037_Thr4                 , 2021-07-12 19:16:42,4%,3%,4%,0%,0%,  4.0, 50.0,60,  Y,121,273,60,15, +53.7, 357.0,176
037_Thr5                 , 2021-07-12 19:16:42,6%,4%,5%,0%,0%,  3.7, 50.0,60,  Y,121,273,60,15, +53.7, 357.0,166
038_Thr1                 , 2021-07-12 19:16:56,16%,10%,14%,30%,30%,  2.4, 11.6,60,  Y,121,273,60,15, +53.7,  26.0,159
038_Thr2                 , 2021-07-12 19:16:56,4%,2%,3%,12%,12%,  4.0, 20.7,60,  Y,121,273,60,15, +53.7,  26.0,198
038_Thr3                 , 2021-07-12 19:16:56,6%,3%,5%,15%,15%,  3.5, 17.6,60,  Y,121,273,60,15, +53.7,  26.0,191
038_Thr4                 , 2021-07-12 19:16:56,28%,19%,24%,45%,45%,  1.7,  9.1,60,  Y,121,273,60,15, +53.7,  26.0,130
038_Thr5                 , 2021-07-12 19:16:56,18%,11%,15%,33%,33%,  2.2, 11.0,60,  Y,121,273,60,15, +53.7,  26.0,152
039_Thr1                 , 2021-07-12 19:17:14,2%,2%,2%,0%,0%,  4.3, 50.0,60,  Y,121,273,60,15, +53.7,  39.2,193
039_Thr2                 , 2021-07-12 19:17:14,7%,5%,6%,0%,0%,  3.5, 50.0,60,  Y,121,273,60,15, +53.7,  39.2,175
039_Thr3                 , 2021-07-12 19:17:14,1%,1%,1%,0%,0%,  5.6, 16.2,60,  Y,121,273,60,15, +53.7,  39.2,208
039_Thr4                 , 2021-07-12 19:17:14,9%,7%,8%,0%,0%,  3.1, 46.0,60,  Y,121,273,60,15, +53.7,  39.2,164
039_Thr5                 , 2021-07-12 19:17:14,19%,13%,17%,2%,2%,  2.3, 19.2,60,  Y,121,273,60,15, +53.7,  39.2,138
040_Thr1                 , 2021-07-12 19:17:32,0%,1%,0%,0%,0%,  5.5, 18.7,60,  Y,121,273,60,15, +53.7,  28.2,200
040_Thr2                 , 2021-07-12 19:17:32,3%,4%,3%,0%,0%,  3.7, 20.1,60,  Y,121,273,60,15, +53.7,  28.2,162
040_Thr3                 , 2021-07-12 19:17:32,0%,1%,0%,0%,0%,  5.1, 21.1,60,  Y,121,273,60,15, +53.7,  28.2,194
040_Thr4                 , 2021-07-12 19:17:32,10%,11%,10%,2%,2%,  2.5, 14.4,60,  Y,121,273,60,15, +53.7,  28.2,130
040_Thr5                 , 2021-07-12 19:17:32,0%,0%,0%,0%,0%,  6.1, 21.8,60,  Y,121,273,60,15, +53.7,  28.2,209
041_Thr1                 , 2021-07-12 19:17:47,3%,5%,4%,1%,1%,  3.4, 14.7,60,  Y,121,273,60,15, +53.7,   3.5,174
041_Thr2                 , 2021-07-12 19:17:47,1%,2%,1%,0%,0%,  4.8, 10.8,60,  Y,121,273,60,15, +53.7,   3.5,200
041_Thr3                 , 2021-07-12 19:17:47,1%,2%,1%,0%,0%,  4.4, 12.8,60,  Y,121,273,60,15, +53.7,   3.5,194
041_Thr4                 , 2021-07-12 19:17:47,0%,0%,0%,0%,0%,  6.3, 25.0,60,  Y,121,273,60,15, +53.7,   3.5,217
041_Thr5                 , 2021-07-12 19:17:47,5%,8%,6%,1%,1%,  2.9, 14.5,60,  Y,121,273,60,15, +53.7,   3.5,158
042_Thr1                 , 2021-07-12 19:18:03,0%,3%,1%,0%,0%,  4.4, 11.6,60,  Y,121,273,60,15, +53.7,  21.7,202
042_Thr2                 , 2021-07-12 19:18:03,2%,8%,4%,0%,0%,  3.2, 14.7,60,  Y,121,273,60,15, +53.7,  21.7,171
042_Thr3                 , 2021-07-12 19:18:03,1%,5%,3%,0%,0%,  4.0, 14.3,60,  Y,121,273,60,15, +53.7,  21.7,191
042_Thr4                 , 2021-07-12 19:18:03,1%,6%,3%,0%,0%,  3.7, 14.3,60,  Y,121,273,60,15, +53.7,  21.7,183
042_Thr5                 , 2021-07-12 19:18:03,99%,100%,99%,100%,100%,  0.0,  2.3,60,  Y,121,273,60,15, +53.7,  21.7,59
043_Thr1                 , 2021-07-12 19:18:16,5%,15%,9%,81%,80%,  2.2,  6.7,60,  Y,121,273,60,15, +53.7,  15.0,161
043_Thr2                 , 2021-07-12 19:18:16,1%,8%,4%,63%,63%,  3.4,  7.6,60,  Y,121,273,60,15, +53.7,  15.0,195
043_Thr3                 , 2021-07-12 19:18:16,1%,9%,4%,66%,66%,  3.1,  7.5,60,  Y,121,273,60,15, +53.7,  15.0,189
043_Thr4                 , 2021-07-12 19:18:16,3%,12%,7%,75%,75%,  2.6,  7.0,60,  Y,121,273,60,15, +53.7,  15.0,174
043_Thr5                 , 2021-07-12 19:18:16,11%,22%,15%,88%,88%,  1.6,  5.7,60,  Y,121,273,60,15, +53.7,  15.0,141
044_Thr1                 , 2021-07-12 19:18:37,1%,9%,4%,54%,54%,  3.5,  6.6,60,  Y,121,273,60,15, +53.7,   8.1,196
044_Thr2                 , 2021-07-12 19:18:37,5%,15%,9%,71%,71%,  2.4,  6.3,60,  Y,121,273,60,15, +53.7,   8.1,168
044_Thr3                 , 2021-07-12 19:18:37,2%,10%,5%,59%,59%,  3.2,  6.7,60,  Y,121,273,60,15, +53.7,   8.1,190
044_Thr4                 , 2021-07-12 19:18:37,1%,1%,1%,0%,0%,  5.7, 16.9,60,  Y,121,273,60,15, +53.7,   8.1,212
044_Thr5                 , 2021-07-12 19:18:37,4%,13%,8%,66%,66%,  2.6,  6.6,60,  Y,121,273,60,15, +53.7,   8.1,176
045_Thr1                 , 2021-07-12 19:18:53,4%,8%,6%,19%,19%,  3.3,  6.7,60,  Y,121,273,60,15, +53.7,  17.3,192
045_Thr2                 , 2021-07-12 19:18:53,7%,12%,9%,28%,28%,  2.6,  6.3,60,  Y,121,273,60,15, +53.7,  17.3,175
045_Thr3                 , 2021-07-12 19:18:53,2%,5%,3%,14%,14%,  4.1,  7.7,60,  Y,121,273,60,15, +53.7,  17.3,203
045_Thr4                 , 2021-07-12 19:18:53,1%,1%,1%,1%,1%,  5.3, 13.5,60,  Y,121,273,60,15, +53.7,  17.3,213
045_Thr5                 , 2021-07-12 19:18:53,5%,10%,7%,22%,22%,  3.0,  6.5,60,  Y,121,273,60,15, +53.7,  17.3,184
046_Thr1                 , 2021-07-12 19:19:08,5%,1%,3%,0%,0%,  5.9, 18.7,60,  Y,121,273,60,15, +53.7,  37.0,217
046_Thr2                 , 2021-07-12 19:19:08,6%,2%,4%,0%,0%,  5.1, 12.6,60,  Y,121,273,60,15, +53.7,  37.0,207
046_Thr3                 , 2021-07-12 19:19:08,9%,6%,8%,0%,0%,  4.0, 11.2,60,  Y,121,273,60,15, +53.7,  37.0,185
046_Thr4                 , 2021-07-12 19:19:08,7%,3%,5%,0%,0%,  4.7, 11.7,60,  Y,121,273,60,15, +53.7,  37.0,199
046_Thr5                 , 2021-07-12 19:19:08,9%,5%,7%,0%,0%,  4.1, 11.6,60,  Y,121,273,60,15, +53.7,  37.0,190
047_Thr1                 , 2021-07-12 19:19:27,13%,10%,12%,0%,0%,  3.6,  6.3,60,  Y,121,273,60,15, +53.7,   9.2,200
047_Thr2                 , 2021-07-12 19:19:27,24%,21%,23%,0%,0%,  2.3,  6.2,60,  Y,121,273,60,15, +53.7,   9.2,161
047_Thr3                 , 2021-07-12 19:19:27,8%,2%,6%,0%,0%,  5.3, 13.1,60,  Y,121,273,60,15, +53.7,   9.2,214
047_Thr4                 , 2021-07-12 19:19:27,22%,18%,20%,0%,0%,  2.5,  6.1,60,  Y,121,273,60,15, +53.7,   9.2,168
047_Thr5                 , 2021-07-12 19:19:27,17%,13%,15%,0%,0%,  3.1,  6.3,60,  Y,121,273,60,15, +53.7,   9.2,188
048_Thr1                 , 2021-07-12 19:19:49,20%,17%,19%,66%,66%,  2.5,  3.5,60,  Y,121,273,60,15, +53.7, 355.4,190
048_Thr2                 , 2021-07-12 19:19:49,24%,21%,23%,70%,70%,  2.2,  3.7,60,  Y,121,273,60,15, +53.7, 355.4,176
048_Thr3                 , 2021-07-12 19:19:49,22%,19%,21%,68%,68%,  2.3,  3.8,60,  Y,121,273,60,15, +53.7, 355.4,182
048_Thr4                 , 2021-07-12 19:19:49,2%,1%,2%,0%,0%,  5.8, 16.9,60,  Y,121,273,60,15, +53.7, 355.4,218
048_Thr5                 , 2021-07-12 19:19:49,17%,16%,17%,63%,63%,  2.7,  3.9,60,  Y,121,273,60,15, +53.7, 355.4,196
049_Thr1                 , 2021-07-12 19:20:09,17%,16%,17%,33%,33%,  2.7,  4.0,60,  Y,121,273,60,15, +53.7,   5.4,190
049_Thr2                 , 2021-07-12 19:20:09,23%,20%,22%,41%,41%,  2.3,  4.1,60,  Y,121,273,60,15, +53.7,   5.4,175
049_Thr3                 , 2021-07-12 19:20:09,6%,7%,6%,26%,26%,  3.7,  6.3,60,  Y,121,273,60,15, +53.7,   5.4,206
049_Thr4                 , 2021-07-12 19:20:09,1%,1%,1%,0%,0%,  5.8, 17.3,60,  Y,121,273,60,15, +53.7,   5.4,219
049_Thr5                 , 2021-07-12 19:20:09,30%,25%,28%,51%,51%,  1.9,  3.8,60,  Y,121,273,60,15, +53.7,   5.4,158
050_Thr1                 , 2021-07-12 19:20:26,19%,12%,16%,0%,0%,  3.7,  6.5,60,  Y,121,273,60,15, +53.7,  24.4,190
050_Thr2                 , 2021-07-12 19:20:26,28%,19%,24%,1%,1%,  2.6,  6.3,60,  Y,121,273,60,15, +53.7,  24.4,158
050_Thr3                 , 2021-07-12 19:20:26,22%,15%,19%,1%,1%,  3.2,  6.2,60,  Y,121,273,60,15, +53.7,  24.4,176
050_Thr4                 , 2021-07-12 19:20:26,12%,4%,9%,0%,0%,  4.7, 10.1,60,  Y,121,273,60,15, +53.7,  24.4,204
050_Thr5                 , 2021-07-12 19:20:26,25%,17%,22%,1%,1%,  2.9,  6.3,60,  Y,121,273,60,15, +53.7,  24.4,165
051_Thr1                 , 2021-07-12 19:20:41,15%,4%,11%,0%,0%,  4.3,  8.6,60,  Y,121,273,60,15, +53.7,  14.8,191
051_Thr2                 , 2021-07-12 19:20:41,16%,5%,12%,0%,0%,  4.1,  8.1,60,  Y,121,273,60,15, +53.7,  14.8,185
051_Thr3                 , 2021-07-12 19:20:41,21%,8%,16%,0%,0%,  3.5,  7.8,60,  Y,121,273,60,15, +53.7,  14.8,169
051_Thr4                 , 2021-07-12 19:20:41,4%,1%,3%,0%,0%,  5.6, 15.2,60,  Y,121,273,60,15, +53.7,  14.8,204
051_Thr5                 , 2021-07-12 19:20:41,46%,28%,39%,3%,3%,  1.8,  7.2,60,  Y,121,273,60,15, +53.7,  14.8,114
052_Thr1                 , 2021-07-12 19:21:00,4%,2%,3%,1%,1%,  4.5,  9.3,60,  Y,121,273,60,15, +53.7, 268.0,188
052_Thr2                 , 2021-07-12 19:21:00,0%,0%,0%,0%,0%,  6.3, 24.9,60,  Y,121,273,60,15, +53.7, 268.0,207
052_Thr3                 , 2021-07-12 19:21:00,7%,4%,6%,2%,2%,  3.9,  7.7,60,  Y,121,273,60,15, +53.7, 268.0,174
052_Thr4                 , 2021-07-12 19:21:00,4%,3%,4%,1%,1%,  4.3,  8.6,60,  Y,121,273,60,15, +53.7, 268.0,183
052_Thr5                 , 2021-07-12 19:21:00,3%,1%,2%,1%,1%,  5.0, 11.4,60,  Y,121,273,60,15, +53.7, 268.0,194
053_Thr1                 , 2021-07-12 19:21:25,9%,5%,7%,1%,1%,  3.7,  7.8,60,  Y,121,273,60,15, +53.7, 326.2,176
053_Thr2                 , 2021-07-12 19:21:25,5%,3%,4%,0%,0%,  4.5,  9.5,60,  Y,121,273,60,15, +53.7, 326.2,190
053_Thr3                 , 2021-07-12 19:21:25,0%,0%,0%,0%,0%,  6.3, 26.1,60,  Y,121,273,60,15, +53.7, 326.2,208
053_Thr4                 , 2021-07-12 19:21:25,11%,6%,9%,1%,1%,  3.5,  7.8,60,  Y,121,273,60,15, +53.7, 326.2,170
053_Thr5                 , 2021-07-12 19:21:25,16%,9%,13%,3%,3%,  3.0,  8.1,60,  Y,121,273,60,15, +53.7, 326.2,158
054_Thr1                 , 2021-07-12 19:21:39,2%,5%,3%,1%,1%,  4.0,  7.4,60,  Y,121,273,60,15, +53.7,  41.0,190
054_Thr2                 , 2021-07-12 19:21:39,6%,7%,6%,2%,2%,  3.4,  6.5,60,  Y,121,273,60,15, +53.7,  41.0,176
054_Thr3                 , 2021-07-12 19:21:39,0%,0%,0%,0%,0%,  6.9, 50.0,60,  Y,121,273,60,15, +53.7,  41.0,222
054_Thr4                 , 2021-07-12 19:21:39,0%,1%,0%,1%,1%,  5.8, 16.9,60,  Y,121,273,60,15, +53.7,  41.0,203
054_Thr5                 , 2021-07-12 19:21:39,3%,5%,4%,1%,1%,  3.8,  6.8,60,  Y,121,273,60,15, +53.7,  41.0,185
055_Thr1                 , 2021-07-12 19:21:53,7%,13%,9%,12%,12%,  3.0,  4.7,60,  Y,121,273,60,15, +53.7,  53.3,190
055_Thr2                 , 2021-07-12 19:21:53,11%,16%,13%,17%,17%,  2.6,  4.7,60,  Y,121,273,60,15, +53.7,  53.3,174
055_Thr3                 , 2021-07-12 19:21:53,1%,1%,1%,1%,1%,  5.8, 17.3,60,  Y,121,273,60,15, +53.7,  53.3,209
055_Thr4                 , 2021-07-12 19:21:53,0%,0%,0%,0%,0%,  6.9, 50.0,60,  Y,121,273,60,15, +53.7,  53.3,224
055_Thr5                 , 2021-07-12 19:21:53,9%,14%,11%,14%,14%,  2.8,  4.6,60,  Y,121,273,60,15, +53.7,  53.3,181
056_Thr1                 , 2021-07-12 19:22:09,12%,17%,14%,57%,57%,  2.7,  3.8,60,  Y,121,273,60,15, +53.7,  40.7,193
056_Thr2                 , 2021-07-12 19:22:09,22%,24%,23%,64%,64%,  2.0,  3.4,60,  Y,121,273,60,15, +53.7,  40.7,164
056_Thr3                 , 2021-07-12 19:22:09,0%,2%,1%,1%,1%,  5.3, 13.4,60,  Y,121,273,60,15, +53.7,  40.7,212
056_Thr4                 , 2021-07-12 19:22:09,25%,26%,25%,66%,66%,  1.8,  3.4,60,  Y,121,273,60,15, +53.7,  40.7,159
056_Thr5                 , 2021-07-12 19:22:09,19%,21%,20%,62%,62%,  2.2,  3.3,60,  Y,121,273,60,15, +53.7,  40.7,174
057_Thr1                 , 2021-07-12 19:22:24,11%,17%,13%,67%,67%,  2.5,  3.6,60,  Y,121,273,60,15, +53.7, 205.8,192
057_Thr2                 , 2021-07-12 19:22:24,16%,21%,18%,71%,71%,  2.1,  3.5,60,  Y,121,273,60,15, +53.7, 205.8,174
057_Thr3                 , 2021-07-12 19:22:24,1%,1%,1%,2%,2%,  5.2, 12.8,60,  Y,121,273,60,15, +53.7, 205.8,216
057_Thr4                 , 2021-07-12 19:22:24,23%,26%,24%,74%,74%,  1.7,  3.7,60,  Y,121,273,60,15, +53.7, 205.8,157
057_Thr5                 , 2021-07-12 19:22:24,25%,27%,26%,75%,75%,  1.6,  3.6,60,  Y,121,273,60,15, +53.7, 205.8,152
058_Thr1                 , 2021-07-13 09:39:45,8%,6%,7%,0%,0%,  3.6, 21.3,60,  Y,121,273,60,15, +53.7,   3.3,192
058_Thr2                 , 2021-07-13 09:39:45,0%,0%,0%,0%,0%,  6.5, 30.7,60,  Y,121,273,60,15, +53.7,   3.3,242
058_Thr3                 , 2021-07-13 09:39:45,2%,2%,2%,0%,0%,  5.0, 50.0,60,  Y,121,273,60,15, +53.7,   3.3,213
058_Thr4                 , 2021-07-13 09:39:45,14%,10%,12%,0%,0%,  3.0, 21.0,60,  Y,121,273,60,15, +53.7,   3.3,177
058_Thr5                 , 2021-07-13 09:39:45,11%,8%,10%,0%,0%,  3.3, 22.9,60,  Y,121,273,60,15, +53.7,   3.3,182
059_Thr1                 , 2021-07-13 09:40:04,2%,3%,2%,0%,0%,  4.2, 14.3,60,  Y,121,273,60,15, +53.7,  13.8,213
059_Thr2                 , 2021-07-13 09:40:04,6%,8%,7%,3%,3%,  3.0, 11.8,60,  Y,121,273,60,15, +53.7,  13.8,190
059_Thr3                 , 2021-07-13 09:40:04,1%,2%,1%,0%,0%,  5.7, 17.8,60,  Y,121,273,60,15, +53.7,  13.8,228
059_Thr4                 , 2021-07-13 09:40:04,3%,5%,4%,1%,1%,  3.6, 12.6,60,  Y,121,273,60,15, +53.7,  13.8,203
059_Thr5                 , 2021-07-13 09:40:04,5%,7%,6%,3%,3%,  3.2, 11.9,60,  Y,121,273,60,15, +53.7,  13.8,195
060_Thr1                 , 2021-07-13 09:40:30,3%,12%,7%,94%,94%,  2.6,  9.0,60,  Y,121,273,60,15, +53.7,   8.1,190
060_Thr2                 , 2021-07-13 09:40:30,1%,10%,5%,92%,92%,  2.9,  9.3,60,  Y,121,273,60,15, +53.7,   8.1,198
060_Thr3                 , 2021-07-13 09:40:30,0%,3%,1%,0%,0%,  5.5, 36.1,60,  Y,121,273,60,15, +53.7,   8.1,221
060_Thr4                 , 2021-07-13 09:40:30,6%,16%,10%,97%,97%,  2.1,  8.7,60,  Y,121,273,60,15, +53.7,   8.1,175
060_Thr5                 , 2021-07-13 09:40:30,0%,5%,2%,2%,2%,  3.9, 12.6,60,  Y,121,273,60,15, +53.7,   8.1,211
061_Thr1                 , 2021-07-13 09:41:03,0%,4%,2%,0%,0%,  4.2, 23.2,60,  Y,121,273,60,15, +53.7,  31.1,209
061_Thr2                 , 2021-07-13 09:41:03,2%,11%,6%,35%,35%,  2.8, 11.7,60,  Y,121,273,60,15, +53.7,  31.1,191
061_Thr3                 , 2021-07-13 09:41:03,5%,16%,9%,49%,49%,  2.2, 10.1,60,  Y,121,273,60,15, +53.7,  31.1,175
061_Thr4                 , 2021-07-13 09:41:03,2%,12%,6%,38%,38%,  2.7, 11.2,60,  Y,121,273,60,15, +53.7,  31.1,186
061_Thr5                 , 2021-07-13 09:41:03,0%,1%,0%,0%,0%,  5.9, 50.0,60,  Y,121,273,60,15, +53.7,  31.1,220
062_Thr1                 , 2021-07-13 09:41:18,1%,9%,4%,80%,80%,  3.2, 14.3,60,  Y,121,273,60,15, +53.7,  17.2,191
062_Thr2                 , 2021-07-13 09:41:18,3%,13%,7%,90%,90%,  2.4, 11.4,60,  Y,121,273,60,15, +53.7,  17.2,174
062_Thr3                 , 2021-07-13 09:41:18,2%,11%,6%,85%,84%,  2.8, 12.7,60,  Y,121,273,60,15, +53.7,  17.2,182
062_Thr4                 , 2021-07-13 09:41:18,0%,4%,2%,69%,69%,  4.5, 44.1,60,  Y,121,273,60,15, +53.7,  17.2,203
062_Thr5                 , 2021-07-13 09:41:18,0%,0%,0%,0%,0%,  6.9, 50.0,60,  Y,121,273,60,15, +53.7,  17.2,225
063_Thr1                 , 2021-07-13 09:41:32,1%,3%,2%,0%,0%,  4.0, 50.0,60,  Y,121,273,60,15, +53.7, 120.4,191
063_Thr2                 , 2021-07-13 09:41:32,0%,1%,0%,0%,0%,  5.5, 50.0,60,  Y,121,273,60,15, +53.7, 120.4,206
063_Thr3                 , 2021-07-13 09:41:32,1%,5%,3%,0%,0%,  3.3, 46.6,60,  Y,121,273,60,15, +53.7, 120.4,177
063_Thr4                 , 2021-07-13 09:41:32,99%,100%,99%,100%,100%,  0.0, 50.0,60,  Y,121,273,60,15, +53.7, 120.4,69
063_Thr5                 , 2021-07-13 09:41:32,1%,4%,2%,0%,0%,  3.6, 50.0,60,  Y,121,273,60,15, +53.7, 120.4,183
064_Thr1                 , 2021-07-13 09:41:48,2%,5%,3%,0%,0%,  3.3, 26.3,60,  Y,121,273,60,15, +53.7, 128.6,174
064_Thr2                 , 2021-07-13 09:41:48,0%,2%,1%,0%,0%,  4.7, 50.0,60,  Y,121,273,60,15, +53.7, 128.6,197
064_Thr3                 , 2021-07-13 09:41:48,1%,2%,1%,0%,0%,  4.3, 50.0,60,  Y,121,273,60,15, +53.7, 128.6,192
064_Thr4                 , 2021-07-13 09:41:48,5%,8%,6%,1%,1%,  2.8, 18.7,60,  Y,121,273,60,15, +53.7, 128.6,160
064_Thr5                 , 2021-07-13 09:41:48,0%,0%,0%,0%,0%,  6.7, 50.0,60,  Y,121,273,60,15, +53.7, 128.6,219
065_Thr1                 , 2021-07-13 09:42:08,0%,0%,0%,0%,0%,  6.5, 50.0,60,  Y,121,273,60,15, +53.7,   9.0,213
065_Thr2                 , 2021-07-13 09:42:08,100%,99%,100%,100%,100%,  0.0,  5.9,60,  Y,121,273,60,15, +53.7,   9.0,58
065_Thr3                 , 2021-07-13 09:42:08,1%,1%,1%,0%,0%,  4.9, 50.0,60,  Y,121,273,60,15, +53.7,   9.0,163
065_Thr4                 , 2021-07-13 09:42:08,0%,0%,0%,0%,0%,  6.9, 50.0,60,  Y,121,273,60,15, +53.7,   9.0,235
065_Thr5                 , 2021-07-13 09:42:08,1%,1%,1%,0%,0%,  5.2, 50.0,60,  Y,121,273,60,15, +53.7,   9.0,170
066_Thr1                 , 2021-07-13 09:42:31,0%,0%,0%,0%,0%,  6.6, 50.0,60,  Y,121,273,60,15, +53.7, 358.7,233
066_Thr2                 , 2021-07-13 09:42:31,2%,3%,2%,1%,1%,  3.9, 50.0,60,  Y,121,273,60,15, +53.7, 358.7,174
066_Thr3                 , 2021-07-13 09:42:31,0%,0%,0%,0%,0%,  6.5, 50.0,60,  Y,121,273,60,15, +53.7, 358.7,220
066_Thr4                 , 2021-07-13 09:42:31,1%,2%,1%,0%,0%,  4.2, 50.0,60,  Y,121,273,60,15, +53.7, 358.7,180
066_Thr5                 , 2021-07-13 09:42:31,1%,1%,1%,0%,0%,  4.9, 50.0,60,  Y,121,273,60,15, +53.7, 358.7,194
067_Thr1                 , 2021-07-13 09:42:50,1%,3%,2%,18%,18%,  3.6, 25.0,60,  Y,121,273,60,15, +53.7, 259.1,193
067_Thr2                 , 2021-07-13 09:42:50,2%,7%,4%,27%,27%,  2.8, 16.7,60,  Y,121,273,60,15, +53.7, 259.1,175
067_Thr3                 , 2021-07-13 09:42:50,0%,0%,0%,0%,0%,  5.9, 50.0,60,  Y,121,273,60,15, +53.7, 259.1,208
067_Thr4                 , 2021-07-13 09:42:50,1%,5%,3%,22%,22%,  3.2, 18.8,60,  Y,121,273,60,15, +53.7, 259.1,184
067_Thr5                 , 2021-07-13 09:42:50,4%,9%,6%,33%,33%,  2.4, 14.1,60,  Y,121,273,60,15, +53.7, 259.1,162
068_Thr1                 , 2021-07-13 09:43:03,1%,6%,3%,58%,58%,  3.2, 19.0,60,  Y,121,273,60,15, +53.7, 242.6,190
068_Thr2                 , 2021-07-13 09:43:03,0%,0%,0%,0%,0%,  6.8, 50.0,60,  Y,121,273,60,15, +53.7, 242.6,230
068_Thr3                 , 2021-07-13 09:43:03,3%,10%,6%,70%,70%,  2.5, 14.8,60,  Y,121,273,60,15, +53.7, 242.6,173
068_Thr4                 , 2021-07-13 09:43:03,2%,7%,4%,62%,62%,  2.9, 16.8,60,  Y,121,273,60,15, +53.7, 242.6,183
068_Thr5                 , 2021-07-13 09:43:03,1%,3%,2%,51%,51%,  4.4, 50.0,60,  Y,121,273,60,15, +53.7, 242.6,201
069_Thr1                 , 2021-07-13 09:43:24,1%,9%,4%,61%,61%,  2.9, 12.6,60,  Y,121,273,60,15, +53.7, 209.7,193
069_Thr2                 , 2021-07-13 09:43:24,4%,15%,8%,80%,80%,  2.2, 10.3,60,  Y,121,273,60,15, +53.7, 209.7,173
069_Thr3                 , 2021-07-13 09:43:24,2%,10%,5%,65%,65%,  2.7, 11.9,60,  Y,121,273,60,15, +53.7, 209.7,188
069_Thr4                 , 2021-07-13 09:43:24,1%,3%,2%,30%,30%,  4.1, 27.6,60,  Y,121,273,60,15, +53.7, 209.7,208
069_Thr5                 , 2021-07-13 09:43:24,1%,5%,3%,52%,52%,  3.6, 18.4,60,  Y,121,273,60,15, +53.7, 209.7,202
070_Thr1                 , 2021-07-13 09:43:46,1%,5%,3%,12%,12%,  3.6, 12.5,60,  Y,121,273,60,15, +53.7, 212.4,208
070_Thr2                 , 2021-07-13 09:43:46,7%,16%,11%,42%,42%,  2.1,  9.2,60,  Y,121,273,60,15, +53.7, 212.4,173
070_Thr3                 , 2021-07-13 09:43:46,2%,10%,5%,31%,31%,  2.9, 10.3,60,  Y,121,273,60,15, +53.7, 212.4,196
070_Thr4                 , 2021-07-13 09:43:46,3%,12%,7%,34%,34%,  2.6, 10.1,60,  Y,121,273,60,15, +53.7, 212.4,190
070_Thr5                 , 2021-07-13 09:43:46,0%,0%,0%,0%,0%,  6.9, 50.0,60,  Y,121,273,60,15, +53.7, 212.4,249
071_Thr1                 , 2021-07-13 09:44:03,5%,11%,7%,28%,28%,  2.5,  8.7,60,  Y,121,273,60,15, +53.7, 232.3,192
071_Thr2                 , 2021-07-13 09:44:03,8%,15%,11%,41%,41%,  2.1,  8.3,60,  Y,121,273,60,15, +53.7, 232.3,176
071_Thr3                 , 2021-07-13 09:44:03,2%,4%,3%,0%,0%,  4.1, 14.1,60,  Y,121,273,60,15, +53.7, 232.3,214
071_Thr4                 , 2021-07-13 09:44:03,0%,1%,0%,0%,0%,  5.8, 26.0,60,  Y,121,273,60,15, +53.7, 232.3,228
071_Thr5                 , 2021-07-13 09:44:03,11%,17%,13%,47%,47%,  1.9,  8.0,60,  Y,121,273,60,15, +53.7, 232.3,169
072_Thr1                 , 2021-07-13 09:44:20,9%,9%,9%,5%,5%,  2.7, 10.5,60,  Y,121,273,60,15, +53.7, 240.6,192
072_Thr2                 , 2021-07-13 09:44:20,7%,7%,7%,4%,4%,  3.1, 10.7,60,  Y,121,273,60,15, +53.7, 240.6,202
072_Thr3                 , 2021-07-13 09:44:20,5%,6%,5%,1%,1%,  3.5, 11.4,60,  Y,121,273,60,15, +53.7, 240.6,210
072_Thr4                 , 2021-07-13 09:44:20,3%,3%,3%,0%,0%,  4.7, 20.2,60,  Y,121,273,60,15, +53.7, 240.6,221
072_Thr5                 , 2021-07-13 09:44:20,69%,63%,67%,68%,68%,  0.5,  3.9,60,  Y,121,273,60,15, +53.7, 240.6,115
073_Thr1                 , 2021-07-13 09:44:34,7%,3%,5%,0%,0%,  4.7, 41.4,60,  Y,121,273,60,15, +53.7, 212.5,186
073_Thr2                 , 2021-07-13 09:44:34,6%,2%,4%,0%,0%,  5.0, 42.7,60,  Y,121,273,60,15, +53.7, 212.5,192
073_Thr3                 , 2021-07-13 09:44:34,11%,6%,9%,0%,0%,  3.8, 27.1,60,  Y,121,273,60,15, +53.7, 212.5,169
073_Thr4                 , 2021-07-13 09:44:34,1%,0%,1%,0%,0%,  6.7, 50.0,60,  Y,121,273,60,15, +53.7, 212.5,249
073_Thr5                 , 2021-07-13 09:44:34,13%,7%,11%,0%,0%,  3.5, 24.7,60,  Y,121,273,60,15, +53.7, 212.5,163
074_Thr1                 , 2021-07-13 09:44:54,16%,17%,16%,57%,57%,  2.2,  6.7,60,  Y,121,273,60,15, +53.7, 230.4,161
074_Thr2                 , 2021-07-13 09:44:54,12%,15%,13%,54%,54%,  2.5,  7.0,60,  Y,121,273,60,15, +53.7, 230.4,169
074_Thr3                 , 2021-07-13 09:44:54,1%,0%,1%,0%,0%,  6.6, 35.7,60,  Y,121,273,60,15, +53.7, 230.4,231
074_Thr4                 , 2021-07-13 09:44:54,4%,1%,3%,0%,0%,  5.6, 50.0,60,  Y,121,273,60,15, +53.7, 230.4,184
074_Thr5                 , 2021-07-13 09:44:54,29%,25%,27%,67%,67%,  1.5,  6.1,60,  Y,121,273,60,15, +53.7, 230.4,139
075_Thr1                 , 2021-07-13 09:46:06,16%,18%,17%,100%,100%,  2.4,  5.7,60,  Y,121,273,60,15, +53.7, 207.8,170
