"","bfhnr","jahr","nBaum"
"1",10006,2015,1
"2",10006,2016,1
"3",10006,2017,1
"4",10006,2018,1
"5",10006,2019,1
"6",10006,2020,1
"7",10010,2005,1
"8",10010,2006,1
"9",10010,2007,1
"10",10010,2008,1
"11",10010,2009,1
"12",10010,2010,1
"13",10010,2011,1
"14",10010,2012,1
"15",10010,2013,1
"16",10010,2014,1
"17",10010,2015,1
"18",10010,2016,1
"19",10010,2017,1
"20",10010,2018,1
"21",10010,2019,1
"22",10010,2020,1
"23",10018,1984,2
"24",10018,1985,2
"25",10018,1986,2
"26",10018,1987,2
"27",10018,1988,2
"28",10018,1989,2
"29",10018,1990,2
"30",10018,1991,2
"31",10018,1992,3
"32",10018,1993,3
"33",10018,1994,3
"34",10018,1995,3
"35",10018,1996,3
"36",10018,1997,3
"37",10018,1998,3
"38",10018,1999,3
"39",10018,2000,3
"40",10018,2001,4
"41",10018,2002,5
"42",10018,2003,5
"43",10018,2004,5
"44",10018,2005,5
"45",10018,2006,5
"46",10018,2007,5
"47",10018,2008,5
"48",10018,2009,5
"49",10018,2010,5
"50",10018,2011,5
"51",10018,2012,5
"52",10018,2013,5
"53",10018,2014,4
"54",10018,2015,3
"55",10018,2016,3
"56",10018,2017,3
"57",10018,2018,3
"58",10018,2019,2
"59",10018,2020,1
"60",10026,1984,3
"61",10026,1985,3
"62",10026,1986,3
"63",10026,1987,3
"64",10026,1988,3
"65",10026,1989,3
"66",10026,1990,3
"67",10026,1991,3
"68",10026,1992,3
"69",10026,1993,3
"70",10026,1994,3
"71",10026,1995,3
"72",10026,1996,3
"73",10026,1997,3
"74",10026,1998,3
"75",10026,1999,3
"76",10026,2000,3
"77",10026,2001,3
"78",10026,2002,3
"79",10026,2003,3
"80",10026,2004,3
"81",10026,2005,3
"82",10026,2006,3
"83",10026,2007,3
"84",10026,2008,3
"85",10026,2009,3
"86",10026,2010,3
"87",10026,2011,3
"88",10026,2012,1
"89",10026,2013,1
"90",10026,2014,1
"91",10026,2015,1
"92",10026,2016,1
"93",10028,1984,10
"94",10028,1985,11
"95",10028,1986,11
"96",10028,1987,12
"97",10028,1988,12
"98",10028,1989,12
"99",10028,1990,12
"100",10028,1991,12
"101",10028,1992,12
"102",10028,1993,12
"103",10028,1994,12
"104",10028,1995,11
"105",10028,1996,11
"106",10028,1997,11
"107",10028,1998,11
"108",10028,1999,11
"109",10028,2000,11
"110",10028,2001,11
"111",10028,2002,11
"112",10028,2003,11
"113",10028,2004,11
"114",10028,2005,11
"115",10028,2006,11
"116",10028,2007,11
"117",10028,2008,11
"118",10028,2009,11
"119",10028,2010,11
"120",10028,2011,11
"121",10028,2012,11
"122",10028,2013,11
"123",10028,2014,11
"124",10028,2015,10
"125",10028,2016,10
"126",10028,2017,10
"127",10028,2018,8
"128",10028,2019,8
"129",10028,2020,8
"130",10030,1984,4
"131",10030,1985,5
"132",10030,1986,5
"133",10030,1987,5
"134",10030,1988,5
"135",10030,1989,5
"136",10030,1990,5
"137",10030,1991,6
"138",10030,1992,7
"139",10030,1993,7
"140",10030,1994,7
"141",10030,1995,7
"142",10030,1996,6
"143",10030,1997,6
"144",10030,1998,6
"145",10030,1999,6
"146",10030,2000,6
"147",10030,2001,6
"148",10030,2002,5
"149",10030,2003,5
"150",10030,2004,5
"151",10030,2005,5
"152",10030,2006,5
"153",10030,2007,5
"154",10030,2008,6
"155",10030,2009,6
"156",10030,2010,6
"157",10030,2011,6
"158",10030,2012,6
"159",10030,2013,6
"160",10030,2014,6
"161",10030,2015,5
"162",10030,2016,5
"163",10030,2017,5
"164",10030,2018,5
"165",10030,2019,5
"166",10030,2020,3
"167",10035,1997,1
"168",10035,1998,1
"169",10035,1999,1
"170",10035,2000,1
"171",10035,2002,1
"172",10035,2003,1
"173",10035,2004,1
"174",10035,2005,1
"175",10035,2006,1
"176",10035,2007,1
"177",10035,2008,1
"178",10035,2009,1
"179",10035,2010,1
"180",10035,2011,1
"181",10035,2012,1
"182",10035,2013,1
"183",10035,2014,1
"184",10035,2015,1
"185",10035,2016,1
"186",10035,2017,1
"187",10035,2018,1
"188",10035,2019,1
"189",10035,2020,1
"190",10037,1984,9
"191",10037,1985,9
"192",10037,1986,9
"193",10037,1987,9
"194",10037,1988,9
"195",10037,1989,9
"196",10037,1990,9
"197",10037,1991,9
"198",10037,1992,9
"199",10037,1993,9
"200",10037,1994,9
"201",10037,1995,10
"202",10037,1996,10
"203",10037,1997,10
"204",10037,1998,10
"205",10037,1999,6
"206",10037,2000,6
"207",10037,2001,6
"208",10037,2002,6
"209",10037,2003,6
"210",10037,2004,6
"211",10037,2005,6
"212",10037,2006,6
"213",10037,2007,6
"214",10037,2008,6
"215",10037,2009,6
"216",10037,2010,6
"217",10037,2011,6
"218",10037,2012,6
"219",10037,2013,6
"220",10037,2014,6
"221",10037,2015,6
"222",10037,2016,6
"223",10037,2017,6
"224",10037,2018,6
"225",10037,2019,6
"226",10037,2020,6
"227",10039,1984,1
"228",10039,1985,1
"229",10039,1986,1
"230",10039,1987,1
"231",10039,1988,1
"232",10039,1989,1
"233",10039,1990,1
"234",10039,1991,1
"235",10039,1992,1
"236",10039,1993,1
"237",10039,1994,1
"238",10039,1995,1
"239",10039,1996,1
"240",10039,1997,1
"241",10039,1998,1
"242",10039,1999,1
"243",10039,2000,1
"244",10039,2001,1
"245",10039,2002,1
"246",10039,2003,1
"247",10039,2004,1
"248",10039,2005,1
"249",10039,2006,1
"250",10039,2007,1
"251",10039,2008,1
"252",10039,2009,1
"253",10039,2010,1
"254",10039,2011,1
"255",10039,2012,1
"256",10039,2013,1
"257",10039,2014,1
"258",10039,2015,1
"259",10039,2016,1
"260",10039,2017,1
"261",10039,2018,1
"262",10039,2019,1
"263",10039,2020,1
"264",30002,1989,3
"265",30002,1990,3
"266",30002,1991,3
"267",30002,1992,3
"268",30002,1993,3
"269",30002,1994,3
"270",30002,1995,3
"271",30002,1996,3
"272",30002,1997,3
"273",30002,1998,4
"274",30002,1999,4
"275",30002,2000,4
"276",30002,2001,4
"277",30002,2002,4
"278",30002,2003,4
"279",30002,2004,4
"280",30002,2005,4
"281",30002,2006,4
"282",30002,2007,4
"283",30002,2008,4
"284",30002,2009,4
"285",30002,2010,7
"286",30002,2011,7
"287",30002,2012,7
"288",30002,2013,7
"289",30002,2014,7
"290",30002,2015,6
"291",30002,2016,6
"292",30002,2017,6
"293",30002,2018,6
"294",30002,2019,6
"295",30002,2020,6
"296",30004,1984,2
"297",30004,1985,2
"298",30004,1986,2
"299",30004,1987,2
"300",30004,1988,2
"301",30004,1989,2
"302",30004,1990,2
"303",30004,1991,2
"304",30004,1992,2
"305",30004,1993,2
"306",30004,1994,2
"307",30004,1995,2
"308",30004,1996,2
"309",30004,1997,2
"310",30004,1998,2
"311",30004,1999,2
"312",30004,2000,2
"313",30004,2001,2
"314",30004,2002,2
"315",30004,2003,2
"316",30004,2004,2
"317",30004,2005,2
"318",30004,2006,2
"319",30004,2007,2
"320",30004,2008,2
"321",30004,2009,2
"322",30004,2010,2
"323",30004,2011,2
"324",30004,2012,2
"325",30004,2013,2
"326",30004,2014,2
"327",30004,2015,2
"328",30004,2016,2
"329",30004,2017,2
"330",30004,2018,2
"331",30004,2019,2
"332",30004,2020,2
"333",30008,1984,4
"334",30008,1985,4
"335",30008,1986,4
"336",30008,1987,4
"337",30008,1988,5
"338",30008,1989,5
"339",30008,1990,5
"340",30008,1991,5
"341",30008,1992,5
"342",30008,1993,5
"343",30008,1994,5
"344",30008,1995,5
"345",30008,1996,5
"346",30008,1997,5
"347",30008,1998,5
"348",30008,1999,5
"349",30008,2000,5
"350",30008,2001,5
"351",30008,2002,5
"352",30008,2003,6
"353",30008,2004,6
