"","ID_plot","Plotnummer","Flaeche","Rand","Zaun","Rueckegasse","keine.baeume","Flaeche.bedeckt","x","y","n_trees","n_species","n_ash","height_mean","height_median","height_max","height_min","n_ets_new","n_ets_old","n_ets_total"
"11731","38Ett",38,"Ettersberg",FALSE,FALSE,FALSE,FALSE,FALSE,660644.347166784,5654693.05757737,9,2,3,94,89,131,59,0,0,0
"11740","37Ett",37,"Ettersberg",FALSE,FALSE,FALSE,FALSE,FALSE,660643.722401114,5654683.07731008,5,2,4,96.6,89,138,71,0,0,0
"11745","36Ett",36,"Ettersberg",FALSE,FALSE,FALSE,FALSE,FALSE,660643.097635445,5654673.0970428,80,3,47,145.2,130,405,45,2,1,3
"11825","22Ett",22,"Ettersberg",FALSE,FALSE,FALSE,FALSE,FALSE,660623.236903549,5654674.35285319,6,3,1,150,94,391,52,0,0,0
"11831","23Ett",23,"Ettersberg",FALSE,FALSE,FALSE,FALSE,FALSE,660623.861669219,5654684.33312047,11,3,4,77.9,75,109,40,0,0,0
"11842","24Ett",24,"Ettersberg",FALSE,FALSE,FALSE,FALSE,FALSE,660624.486434888,5654694.31338776,8,2,1,86.8,87,111,57,0,0,0
"11850","25Ett",25,"Ettersberg",FALSE,FALSE,FALSE,FALSE,FALSE,660625.111200557,5654704.29365504,59,2,54,79.1,79,116,48,1,0,1
"11909","18Ett",18,"Ettersberg",FALSE,FALSE,FALSE,FALSE,FALSE,660615.180834609,5654704.92156024,78,4,75,73.9,69,295,41,0,0,0
"11987","19Ett",19,"Ettersberg",FALSE,FALSE,FALSE,FALSE,FALSE,660614.55606894,5654694.94129295,22,2,16,77.8,72.5,142,46,0,0,0
"12009","20Ett",20,"Ettersberg",FALSE,FALSE,FALSE,FALSE,FALSE,660613.931303271,5654684.96102567,21,5,13,87.9,75,343,40,0,0,0
"12030","21Ett",21,"Ettersberg",FALSE,FALSE,FALSE,FALSE,FALSE,660613.306537601,5654674.98075838,19,5,6,120.7,98,288,61,0,0,0
"12049","8Ett",8,"Ettersberg",FALSE,FALSE,FALSE,FALSE,FALSE,660603.376171653,5654675.60866358,1,1,0,448,448,448,448,0,0,0
"12050","9Ett",9,"Ettersberg",FALSE,FALSE,FALSE,FALSE,FALSE,660604.000937323,5654685.58893086,41,4,35,73.8,74,138,24,1,1,2
"12091","52Ett",52,"Ettersberg",FALSE,FALSE,FALSE,FALSE,FALSE,660662.333601671,5654661.86096512,25,4,3,95,94,170,43,0,0,0
"12116","53Ett",53,"Ettersberg",FALSE,FALSE,FALSE,FALSE,FALSE,660662.958367341,5654671.84123241,24,2,7,88.9,85.5,181,38,1,0,1
"12140","54Ett",54,"Ettersberg",FALSE,FALSE,FALSE,FALSE,FALSE,660663.58313301,5654681.82149969,47,4,22,87.9,85,168,45,0,0,0
"12187","55Ett",55,"Ettersberg",FALSE,FALSE,FALSE,FALSE,FALSE,660664.207898679,5654691.80176698,63,4,45,73.4,69,142,35,0,0,0
"12250","56Ett",56,"Ettersberg",FALSE,FALSE,FALSE,FALSE,FALSE,660664.832664349,5654701.78203426,25,3,14,75.1,73,129,42,0,0,0
"12275","59Ett",59,"Ettersberg",FALSE,FALSE,FALSE,FALSE,FALSE,660674.763030296,5654701.15412906,54,3,37,84.9,82,198,41,2,2,4
"12329","60Ett",60,"Ettersberg",FALSE,FALSE,FALSE,FALSE,FALSE,660674.138264627,5654691.17386178,59,3,39,83.3,73,185,35,1,1,1
"12388","70Ett",70,"Ettersberg",FALSE,FALSE,FALSE,FALSE,FALSE,660684.693396244,5654700.52622387,92,5,66,99,92,273,36,3,0,3
"12480","69Ett",69,"Ettersberg",FALSE,FALSE,TRUE,FALSE,TRUE,660684.068630575,5654690.54595658,25,5,15,91.6,79,174,56,0,0,0
"12505","68Ett",68,"Ettersberg",FALSE,FALSE,TRUE,FALSE,FALSE,660683.443864906,5654680.5656893,58,5,35,102.4,96,289,39,1,2,3
"12563","73Ett",73,"Ettersberg",FALSE,FALSE,FALSE,FALSE,FALSE,660694.623762192,5654699.89831867,100,5,75,94.6,86,191,50,3,3,6
"12663","74Ett",74,"Ettersberg",FALSE,FALSE,TRUE,FALSE,FALSE,660693.998996523,5654689.91805139,31,4,12,104.4,99,169,46,0,0,0
"12694","75Ett",75,"Ettersberg",FALSE,FALSE,FALSE,FALSE,FALSE,660693.374230854,5654679.93778411,22,3,13,98.5,93,218,55,1,0,1
"12716","84Ett",84,"Ettersberg",FALSE,FALSE,FALSE,FALSE,FALSE,660704.55412814,5654699.27041348,86,4,50,146.7,118,375,50,2,1,2
"12802","87Ett",87,"Ettersberg",FALSE,FALSE,FALSE,FALSE,FALSE,660714.484494088,5654698.64250828,41,3,35,79.1,67,162,35,1,0,1
"12843","88Ett",88,"Ettersberg",FALSE,FALSE,FALSE,FALSE,TRUE,660713.859728419,5654688.662241,44,3,32,104.8,106,217,40,1,1,2
"12887","89Ett",89,"Ettersberg",FALSE,FALSE,FALSE,FALSE,FALSE,660713.234962749,5654678.68197371,17,3,12,94.4,75,162,46,0,1,1
"12904","90Ett",90,"Ettersberg",FALSE,FALSE,FALSE,FALSE,FALSE,660712.61019708,5654668.70170643,33,3,21,92.8,85,213,54,1,1,2
"12937","91Ett",91,"Ettersberg",FALSE,FALSE,FALSE,FALSE,FALSE,660711.98543141,5654658.72143915,53,4,29,199.5,195,505,35,4,1,5
"12990","98Ett",98,"Ettersberg",FALSE,FALSE,FALSE,FALSE,FALSE,660724.414860036,5654698.01460309,30,4,14,506.2,368,1870,90,1,1,2
"13020","86Ett",86,"Ettersberg",FALSE,FALSE,FALSE,FALSE,FALSE,660715.109259757,5654708.62277557,70,4,40,82.1,75.5,264,39,1,0,1
"13090","85Ett",85,"Ettersberg",FALSE,FALSE,FALSE,FALSE,FALSE,660705.178893809,5654709.25068076,11,4,4,761.6,114,3556,50,0,0,0
"13101","71Ett",71,"Ettersberg",FALSE,FALSE,FALSE,FALSE,FALSE,660685.318161914,5654710.50649115,82,5,40,157.8,119.5,728,52,4,4,7
"13183","57Ett",57,"Ettersberg",FALSE,FALSE,FALSE,FALSE,FALSE,660665.457430018,5654711.76230154,20,3,12,82.6,80.5,142,52,1,0,1
"13203","50Ett",50,"Ettersberg",FALSE,FALSE,FALSE,FALSE,FALSE,660652.403235723,5654662.48887032,41,3,12,88.4,89,133,38,0,0,0
"13244","49Ett",49,"Ettersberg",FALSE,FALSE,FALSE,FALSE,FALSE,660653.028001393,5654672.4691376,1,1,0,101,101,101,101,0,0,0
"13245","48Ett",48,"Ettersberg",FALSE,FALSE,FALSE,FALSE,FALSE,660653.652767062,5654682.44940489,65,4,45,106,102,248,45,2,3,5
"13310","47Ett",47,"Ettersberg",FALSE,FALSE,FALSE,FALSE,FALSE,660654.277532731,5654692.42967217,38,3,28,91.9,86,158,59,1,0,1
"13348","46Ett",46,"Ettersberg",FALSE,FALSE,FALSE,TRUE,FALSE,660654.902298401,5654702.40993945,0,0,0,NA,NA,NA,NA,0,0,0
"13349","45Ett",45,"Ettersberg",FALSE,FALSE,FALSE,FALSE,FALSE,660655.52706407,5654712.39020674,6,2,5,59.2,57,88,44,0,0,0
"13355","44Ett",44,"Ettersberg",FALSE,FALSE,FALSE,FALSE,FALSE,660656.151829739,5654722.37047402,1,1,0,434,434,434,434,0,0,0
"13356","41Ett",41,"Ettersberg",FALSE,FALSE,FALSE,FALSE,FALSE,660646.221463791,5654722.99837922,28,3,26,62.1,58,95,30,0,0,0
"13384","40Ett",40,"Ettersberg",FALSE,FALSE,FALSE,FALSE,FALSE,660645.596698122,5654713.01811193,15,4,4,88.5,75,214,53,0,0,0
"13399","39Ett",39,"Ettersberg",FALSE,FALSE,FALSE,FALSE,FALSE,660644.971932453,5654703.03784465,5,2,3,85.4,78,111,58,0,0,0
"13404","34Ett",34,"Ettersberg",FALSE,FALSE,FALSE,FALSE,FALSE,660633.792035166,5654683.70521528,5,3,1,114,124,155,73,0,0,0
"13409","35Ett",35,"Ettersberg",FALSE,FALSE,FALSE,TRUE,FALSE,660633.167269497,5654673.72494799,0,0,0,NA,NA,NA,NA,0,0,0
"13410","33Ett",33,"Ettersberg",FALSE,FALSE,FALSE,FALSE,FALSE,660634.416800836,5654693.68548256,1,1,0,110,110,110,110,0,0,0
"13411","32Ett",32,"Ettersberg",FALSE,FALSE,FALSE,FALSE,FALSE,660635.041566505,5654703.66574985,5,2,2,89.2,67,142,60,0,0,0
"13416","31Ett",31,"Ettersberg",FALSE,FALSE,FALSE,FALSE,FALSE,660635.666332174,5654713.64601713,41,3,35,70.6,70,118,40,0,0,0
"13457","30Ett",30,"Ettersberg",FALSE,FALSE,FALSE,FALSE,FALSE,660636.291097844,5654723.62628441,34,2,33,70.5,66,111,52,0,0,0
"13491","27Ett",27,"Ettersberg",FALSE,FALSE,FALSE,FALSE,FALSE,660626.360731896,5654724.25418961,43,2,42,68.7,69,104,40,0,0,0
"13534","26Ett",26,"Ettersberg",FALSE,FALSE,FALSE,FALSE,FALSE,660625.735966226,5654714.27392233,26,3,24,72.2,69,120,37,1,0,1
"13560","17Ett",17,"Ettersberg",FALSE,FALSE,FALSE,FALSE,FALSE,660615.805600279,5654714.90182752,5,1,5,78.8,74,94,64,0,0,0
"13565","16Ett",16,"Ettersberg",FALSE,FALSE,FALSE,FALSE,FALSE,660616.430365948,5654724.8820948,4,1,4,71,70.5,78,65,0,0,0
"13569","13Ett",13,"Ettersberg",FALSE,FALSE,FALSE,FALSE,FALSE,660606.5,5654725.51,40,3,36,84.1,75,261,48,0,0,0
"13609","12Ett",12,"Ettersberg",FALSE,FALSE,FALSE,FALSE,FALSE,660605.875234331,5654715.52973272,33,2,31,67,68,108,37,1,0,1
"13642","11Ett",11,"Ettersberg",FALSE,FALSE,FALSE,FALSE,FALSE,660605.250468661,5654705.54946543,16,1,16,65.2,63,84,44,0,0,0
"13658","10Ett",10,"Ettersberg",FALSE,FALSE,FALSE,FALSE,FALSE,660604.625702992,5654695.56919815,31,3,24,74.2,72,166,43,0,0,0
"13689","64Ett",64,"Ettersberg",FALSE,FALSE,FALSE,FALSE,FALSE,660671.63920195,5654651.25279264,21,3,4,92.3,94,190,18,0,0,0
"13710","63Ett",63,"Ettersberg",FALSE,FALSE,FALSE,FALSE,FALSE,660672.263967619,5654661.23305993,71,4,43,116.2,112,316,36,2,1,3
"13781","62Ett",62,"Ettersberg",FALSE,FALSE,FALSE,FALSE,FALSE,660672.888733288,5654671.21332721,46,4,32,123.2,119.5,317,48,1,2,3
"13827","61Ett",61,"Ettersberg",FALSE,FALSE,FALSE,FALSE,FALSE,660673.513498958,5654681.1935945,58,3,34,98,89,194,38,0,2,2
"13885","65Ett",65,"Ettersberg",FALSE,FALSE,FALSE,FALSE,FALSE,660681.569567898,5654650.62488745,40,5,9,235.8,146,735,64,2,3,3
"13925","66Ett",66,"Ettersberg",FALSE,FALSE,FALSE,FALSE,FALSE,660682.194333567,5654660.60515473,62,4,16,138.8,107.5,488,57,1,1,2
"13987","67Ett",67,"Ettersberg",FALSE,FALSE,FALSE,FALSE,FALSE,660682.819099236,5654670.58542202,44,5,23,121.1,116,274,54,5,1,6
"14031","76Ett",76,"Ettersberg",FALSE,FALSE,FALSE,FALSE,FALSE,660692.749465184,5654669.95751682,78,5,52,122.4,113,226,47,5,2,5
"14109","77Ett",77,"Ettersberg",FALSE,FALSE,FALSE,FALSE,FALSE,660692.124699515,5654659.97724954,23,4,9,243.1,184,1058,80,2,0,2
"14132","80Ett",80,"Ettersberg",FALSE,FALSE,FALSE,FALSE,FALSE,660702.055065463,5654659.34934434,3,1,3,150.7,127,220,105,1,1,1
"14135","81Ett",81,"Ettersberg",FALSE,FALSE,FALSE,FALSE,TRUE,660702.679831132,5654669.32961163,6,2,2,139.3,148.5,215,52,0,0,0
"14141","82Ett",82,"Ettersberg",FALSE,FALSE,FALSE,FALSE,FALSE,660703.304596801,5654679.30987891,42,4,21,119.9,120.5,230,45,0,0,0
"14183","83Ett",83,"Ettersberg",FALSE,FALSE,FALSE,FALSE,FALSE,660703.929362471,5654689.29014619,72,5,38,134.2,118,390,41,1,2,2
"14255","94Ett",94,"Ettersberg",FALSE,FALSE,FALSE,FALSE,FALSE,660721.915797358,5654658.09353395,2,2,1,64,64,82,46,0,0,0
"14257","95Ett",95,"Ettersberg",FALSE,FALSE,FALSE,FALSE,FALSE,660722.540563028,5654668.07380124,12,2,3,86.7,92.5,113,43,0,0,0
"14269","96Ett",96,"Ettersberg",FALSE,FALSE,FALSE,FALSE,FALSE,660723.165328697,5654678.05406852,44,4,33,137.7,108.5,1048,49,0,0,0
"14313","97Ett",97,"Ettersberg",FALSE,FALSE,FALSE,FALSE,FALSE,660723.790094366,5654688.0343358,48,4,36,99,96,186,50,2,0,2
"14361","99Ett",99,"Ettersberg",FALSE,FALSE,FALSE,FALSE,FALSE,660725.039625705,5654707.99487037,109,4,84,128.1,115,301,28,2,2,3
"14470","72Ett",72,"Ettersberg",FALSE,FALSE,FALSE,FALSE,FALSE,660695.248527861,5654709.87858596,77,5,53,151.8,148,368,51,3,1,3
"14547","58Ett",58,"Ettersberg",FALSE,FALSE,FALSE,FALSE,FALSE,660675.387795966,5654711.13439635,68,4,57,106.2,106,266,22,0,0,0
"14615","89Ste",89,"Stegelitz",FALSE,FALSE,FALSE,TRUE,FALSE,830989.122943593,5904388.37596705,0,0,0,NA,NA,NA,NA,0,0,0
"14616","90Ste",90,"Stegelitz",FALSE,FALSE,FALSE,TRUE,FALSE,830986.18254034,5904378.6268783,0,0,0,NA,NA,NA,NA,0,0,0
"14617","70Ste",70,"Stegelitz",FALSE,FALSE,FALSE,TRUE,FALSE,830973.500403218,5904371.18096247,0,0,0,NA,NA,NA,NA,0,0,0
"14618","71Ste",71,"Stegelitz",FALSE,FALSE,FALSE,TRUE,FALSE,830976.440806471,5904380.93005122,0,0,0,NA,NA,NA,NA,0,0,0
"14619","72Ste",72,"Stegelitz",FALSE,FALSE,FALSE,TRUE,FALSE,830979.381209723,5904390.67913997,0,0,0,NA,NA,NA,NA,0,0,0
"14620","67Ste",67,"Stegelitz",FALSE,FALSE,FALSE,TRUE,FALSE,830969.639475853,5904392.98231289,0,0,0,NA,NA,NA,NA,0,0,0
"14621","68Ste",68,"Stegelitz",FALSE,FALSE,FALSE,TRUE,FALSE,830966.699072601,5904383.23322414,0,0,0,NA,NA,NA,NA,0,0,0
"14622","69Ste",69,"Stegelitz",FALSE,FALSE,FALSE,TRUE,FALSE,830963.758669349,5904373.48413539,0,0,0,NA,NA,NA,NA,0,0,0
"14623","49Ste",49,"Stegelitz",FALSE,FALSE,FALSE,TRUE,FALSE,830954.016935479,5904375.78730831,0,0,0,NA,NA,NA,NA,0,0,0
"14624","50Ste",50,"Stegelitz",FALSE,FALSE,FALSE,TRUE,FALSE,830956.957338731,5904385.53639706,0,0,0,NA,NA,NA,NA,0,0,0
"14625","51Ste",51,"Stegelitz",FALSE,FALSE,FALSE,FALSE,FALSE,830959.897741984,5904395.28548581,7,1,7,438.6,418,699,270,3,2,3
"14632","46Ste",46,"Stegelitz",FALSE,FALSE,FALSE,FALSE,FALSE,830950.156008114,5904397.58865874,4,1,4,117.2,119.5,145,85,0,0,0
"14636","47Ste",47,"Stegelitz",FALSE,FALSE,FALSE,TRUE,FALSE,830947.215604861,5904387.83956998,0,0,0,NA,NA,NA,NA,0,0,0
"14637","48Ste",48,"Stegelitz",FALSE,FALSE,FALSE,TRUE,FALSE,830944.275201609,5904378.09048123,0,0,0,NA,NA,NA,NA,0,0,0
"14638","31Ste",31,"Stegelitz",FALSE,FALSE,FALSE,FALSE,TRUE,830940.414274244,5904399.89183166,3,1,3,204.3,193,250,170,0,0,0
"14641","30Ste",30,"Stegelitz",FALSE,FALSE,FALSE,FALSE,FALSE,830937.473870992,5904390.14274291,16,1,0,215.1,190.5,341,85,0,0,0
"14657","29Ste",29,"Stegelitz",FALSE,FALSE,FALSE,FALSE,FALSE,830934.533467739,5904380.39365416,8,3,2,102.6,85.5,215,61,0,0,0
"14665","28Ste",28,"Stegelitz",FALSE,FALSE,FALSE,FALSE,TRUE,830924.79173387,5904382.69682708,7,2,0,343.6,327,850,80,0,0,0
"14672","27Ste",27,"Stegelitz",FALSE,FALSE,FALSE,FALSE,FALSE,830927.732137122,5904392.44591583,23,3,1,513,224,3073,66,0,0,0
"14695","26Ste",26,"Stegelitz",FALSE,FALSE,FALSE,FALSE,FALSE,830930.672540374,5904402.19500458,13,3,1,529.3,465,1412,99,0,0,0
"14708","10Ste",10,"Stegelitz",FALSE,FALSE,FALSE,FALSE,FALSE,830917.990403252,5904394.74908875,1,1,0,1140,1140,1140,1140,0,0,0
"14709","9Ste",9,"Stegelitz",FALSE,FALSE,FALSE,FALSE,FALSE,830915.05,5904385,3,2,0,232.7,265,315,118,0,0,0
"14712","8Ste",8,"Stegelitz",FALSE,FALSE,FALSE,TRUE,FALSE,830911.189072635,5904406.80135042,0,0,0,NA,NA,NA,NA,0,0,0
"14713","1Ste",1,"Stegelitz",FALSE,FALSE,FALSE,FALSE,FALSE,830931.771895401,5904475.04497168,9,3,7,293.3,360,464,131,0,0,0
"14722","2Ste",2,"Stegelitz",FALSE,FALSE,FALSE,FALSE,FALSE,830928.831492149,5904465.29588293,12,3,6,115.5,105.5,242,58,0,0,0
"14734","3Ste",3,"Stegelitz",FALSE,FALSE,TRUE,TRUE,FALSE,830925.891088897,5904455.54679418,0,0,0,NA,NA,NA,NA,0,0,0
"14735","4Ste",4,"Stegelitz",FALSE,FALSE,FALSE,FALSE,FALSE,830922.950685644,5904445.79770543,8,3,3,398.9,377,910,75,0,0,0
"14743","15Ste",15,"Stegelitz",FALSE,FALSE,FALSE,FALSE,TRUE,830932.692419514,5904443.49453251,6,4,3,363.7,212.5,1228,98,0,0,0
"14749","16Ste",16,"Stegelitz",FALSE,FALSE,FALSE,FALSE,FALSE,830935.632822766,5904453.24362126,10,3,5,143.6,134,276,38,0,0,0
"14759","17Ste",17,"Stegelitz",FALSE,FALSE,FALSE,FALSE,TRUE,830938.573226019,5904462.99271001,6,3,2,361.3,480.5,533,80,0,0,0
"14765","18Ste",18,"Stegelitz",FALSE,FALSE,FALSE,TRUE,FALSE,830941.513629271,5904472.74179876,0,0,0,NA,NA,NA,NA,0,0,0
"14766","19Ste",19,"Stegelitz",FALSE,FALSE,FALSE,FALSE,TRUE,830951.255363141,5904470.43862584,1,1,0,1742,1742,1742,1742,0,0,0
"14767","20Ste",20,"Stegelitz",FALSE,FALSE,FALSE,FALSE,FALSE,830948.314959888,5904460.68953709,3,1,3,83.7,80,101,70,0,0,0
"14770","21Ste",21,"Stegelitz",FALSE,FALSE,FALSE,FALSE,FALSE,830945.374556636,5904450.94044833,9,4,3,111.6,82,253,54,2,0,2
"14779","22Ste",22,"Stegelitz",FALSE,FALSE,FALSE,FALSE,FALSE,830942.434153384,5904441.19135958,12,4,7,169.2,120.5,426,68,0,0,0
"14791","35Ste",35,"Stegelitz",FALSE,FALSE,FALSE,FALSE,FALSE,830952.175887253,5904438.88818666,21,2,3,179,170,435,65,0,0,0
"14812","36Ste",36,"Stegelitz",FALSE,FALSE,FALSE,FALSE,FALSE,830955.116290506,5904448.63727541,6,2,5,247.5,180,687,59,0,2,2
"14818","37Ste",37,"Stegelitz",FALSE,FALSE,FALSE,FALSE,FALSE,830958.056693758,5904458.38636416,17,3,14,196.8,108,805,63,0,1,1
"14835","38Ste",38,"Stegelitz",FALSE,FALSE,FALSE,FALSE,FALSE,830960.99709701,5904468.13545291,1,1,0,411,411,411,411,0,0,0
"14836","39Ste",39,"Stegelitz",FALSE,FALSE,FALSE,FALSE,FALSE,830970.73883088,5904465.83227999,11,1,11,80.8,78,135,47,0,0,0
"14847","40Ste",40,"Stegelitz",FALSE,FALSE,FALSE,FALSE,FALSE,830967.798427628,5904456.08319124,22,3,17,353.9,223,2215,88,0,3,3
"14869","57Ste",57,"Stegelitz",FALSE,FALSE,FALSE,FALSE,FALSE,830977.540161497,5904453.78001832,8,2,2,672.8,677.5,1384,63,0,0,0
"14877","58Ste",58,"Stegelitz",FALSE,FALSE,FALSE,FALSE,FALSE,830980.48056475,5904463.52910707,18,3,2,186.3,161.5,375,85,0,0,0
"14895","59Ste",59,"Stegelitz",FALSE,FALSE,FALSE,FALSE,FALSE,830993.162701872,5904470.9750229,43,5,34,250.9,112,2525,20,2,0,2
"14938","60Ste",60,"Stegelitz",FALSE,FALSE,FALSE,FALSE,FALSE,830990.222298619,5904461.22593415,23,3,16,218.3,150,780,60,0,0,0
"14961","80Ste",80,"Stegelitz",FALSE,FALSE,FALSE,FALSE,FALSE,831002.904435741,5904468.67184998,17,4,13,125.6,105,361,35,0,2,2
"14978","81Ste",81,"Stegelitz",FALSE,FALSE,FALSE,FALSE,TRUE,831012.646169611,5904466.36867706,1,1,1,260,260,260,260,0,1,1
"14979","79Ste",79,"Stegelitz",FALSE,FALSE,FALSE,FALSE,FALSE,830999.964032489,5904458.92276123,5,2,3,460.4,169,1715,80,0,1,1
"14984","11Ste",11,"Stegelitz",FALSE,FALSE,FALSE,FALSE,FALSE,830920.930806505,5904404.4981775,3,2,0,811,855,970,608,0,0,0
"14987","6Ste",6,"Stegelitz",FALSE,FALSE,FALSE,FALSE,FALSE,830917.06987914,5904426.29952793,10,3,8,147.1,121,368,94,0,1,1
"14997","13Ste",13,"Stegelitz",FALSE,FALSE,FALSE,FALSE,FALSE,830926.811613009,5904423.996355,77,5,21,186.2,168,828,49,0,1,1
"15074","24Ste",24,"Stegelitz",FALSE,FALSE,FALSE,FALSE,FALSE,830936.553346879,5904421.69318208,36,3,8,167.7,156,405,1,0,1,1
"15110","33Ste",33,"Stegelitz",FALSE,FALSE,FALSE,TRUE,FALSE,830946.295080749,5904419.39000916,0,0,0,NA,NA,NA,NA,0,0,0
"15111","44Ste",44,"Stegelitz",FALSE,FALSE,FALSE,FALSE,FALSE,830956.036814618,5904417.08683624,38,2,2,245.5,196,1033,1,1,1,1
"15149","53Ste",53,"Stegelitz",FALSE,FALSE,FALSE,FALSE,FALSE,830965.778548488,5904414.78366332,34,1,0,235.1,222.5,711,74,0,0,0
"15183","65Ste",65,"Stegelitz",FALSE,FALSE,FALSE,FALSE,FALSE,830975.520282358,5904412.48049039,34,5,16,268.2,150.5,2581,70,0,0,0
"15217","74Ste",74,"Stegelitz",FALSE,FALSE,FALSE,FALSE,FALSE,830985.262016227,5904410.17731747,28,4,15,204.6,165.5,626,81,0,0,0
"15245","87Ste",87,"Stegelitz",FALSE,FALSE,FALSE,FALSE,TRUE,830995.003750097,5904407.87414455,9,3,5,93.8,93,134,67,0,0,0
"15254","88Ste",88,"Stegelitz",FALSE,FALSE,FALSE,FALSE,FALSE,830992.063346845,5904398.1250558,7,3,1,71.3,60,118,54,0,0,0
"15261","73Ste",73,"Stegelitz",FALSE,FALSE,FALSE,FALSE,FALSE,830982.321612975,5904400.42822872,80,4,25,135.3,123.5,508,55,1,1,2
"15341","66Ste",66,"Stegelitz",FALSE,FALSE,FALSE,FALSE,FALSE,830972.579879106,5904402.73140164,18,4,14,114.3,104.5,218,72,0,0,0
"15359","52Ste",52,"Stegelitz",FALSE,FALSE,FALSE,FALSE,FALSE,830962.838145236,5904405.03457456,5,2,4,222.8,183,483,102,0,0,0
"15364","45Ste",45,"Stegelitz",FALSE,FALSE,FALSE,FALSE,FALSE,830953.096411366,5904407.33774749,8,3,5,312.7,118,1200,40,0,2,2
"15372","32Ste",32,"Stegelitz",FALSE,FALSE,FALSE,FALSE,TRUE,830943.354677496,5904409.64092041,2,1,2,105,105,181,29,0,0,0
"15374","25Ste",25,"Stegelitz",FALSE,FALSE,FALSE,FALSE,FALSE,830933.612943627,5904411.94409333,112,1,0,440,435,748,185,0,0,0
"15402","12Ste",12,"Stegelitz",FALSE,FALSE,FALSE,FALSE,FALSE,830923.871209757,5904414.24726625,17,4,13,136,109,382,54,1,0,1
"15419","7Ste",7,"Stegelitz",FALSE,FALSE,FALSE,FALSE,TRUE,830914.129475887,5904416.55043917,33,1,33,112.6,117,179,32,0,1,1
"15452","5Ste",5,"Stegelitz",FALSE,FALSE,FALSE,FALSE,FALSE,830920.010282392,5904436.04861668,5,2,3,411.6,100,1010,67,0,0,0
"15457","14Ste",14,"Stegelitz",FALSE,FALSE,FALSE,FALSE,FALSE,830929.752016262,5904433.74544375,4,2,3,114,74,268,40,0,0,0
"15461","23Ste",23,"Stegelitz",FALSE,FALSE,FALSE,FALSE,TRUE,830939.493750131,5904431.44227083,8,2,3,156.9,154.5,277,55,0,0,0
"15469","34Ste",34,"Stegelitz",FALSE,FALSE,FALSE,FALSE,FALSE,830949.235484001,5904429.13909791,32,2,16,252.2,224.5,946,34,0,2,2
"15501","43Ste",43,"Stegelitz",FALSE,FALSE,FALSE,FALSE,FALSE,830958.977217871,5904426.83592499,15,4,4,471.1,226,4060,96,0,0,0
"15516","54Ste",54,"Stegelitz",FALSE,FALSE,FALSE,FALSE,FALSE,830968.718951741,5904424.53275207,3,3,1,1154,411,2989,62,0,0,0
"15519","64Ste",64,"Stegelitz",FALSE,FALSE,FALSE,FALSE,FALSE,830978.46068561,5904422.22957914,21,7,6,888.8,515,5861,100,0,0,0
"15540","75Ste",75,"Stegelitz",FALSE,FALSE,FALSE,FALSE,FALSE,830988.20241948,5904419.92640622,25,6,9,243.2,171,588,56,0,0,0
"15565","86Ste",86,"Stegelitz",FALSE,FALSE,FALSE,FALSE,TRUE,830997.94415335,5904417.6232333,13,4,4,102.7,76,280,52,0,0,0
"15578","85Ste",85,"Stegelitz",FALSE,FALSE,FALSE,FALSE,FALSE,831000.884556602,5904427.37232205,20,2,18,86.6,73.5,236,41,0,0,0
"15598","76Ste",76,"Stegelitz",FALSE,FALSE,FALSE,FALSE,FALSE,830991.142822732,5904429.67549497,16,4,9,179.8,143,516,40,0,0,0
"15614","63Ste",63,"Stegelitz",FALSE,FALSE,FALSE,FALSE,FALSE,830981.401088862,5904431.9786679,12,5,2,833.6,753.5,1988,124,0,0,0
"15626","55Ste",55,"Stegelitz",FALSE,FALSE,FALSE,FALSE,FALSE,830971.659354993,5904434.28184082,3,3,1,481.7,670,675,100,0,0,0
"15629","42Ste",42,"Stegelitz",FALSE,FALSE,FALSE,FALSE,FALSE,830961.917621123,5904436.58501374,17,2,7,176,145,360,81,0,0,0
"15646","41Ste",41,"Stegelitz",FALSE,FALSE,FALSE,FALSE,FALSE,830964.858024375,5904446.33410249,42,8,29,150.2,114,777,55,1,0,1
"15688","56Ste",56,"Stegelitz",FALSE,FALSE,FALSE,FALSE,TRUE,830974.599758245,5904444.03092957,26,2,2,187.5,131.5,641,1,0,0,0
"15714","62Ste",62,"Stegelitz",FALSE,FALSE,FALSE,FALSE,TRUE,830984.341492115,5904441.72775665,2,1,0,3289.5,3289.5,3619,2960,0,0,0
"15716","77Ste",77,"Stegelitz",FALSE,FALSE,FALSE,FALSE,FALSE,830994.083225984,5904439.42458372,2,2,1,133.5,133.5,200,67,0,0,0
"15718","84Ste",84,"Stegelitz",FALSE,FALSE,FALSE,FALSE,FALSE,831003.824959854,5904437.1214108,17,3,10,142.5,81,536,43,0,0,0
"15735","83Ste",83,"Stegelitz",FALSE,FALSE,FALSE,FALSE,FALSE,831006.765363107,5904446.87049955,2,2,1,2015.5,2015.5,3951,80,0,0,0
"15737","82Ste",82,"Stegelitz",FALSE,FALSE,FALSE,FALSE,FALSE,831009.705766359,5904456.6195883,12,4,7,455.7,202,1911,65,1,0,1
"15749","78Ste",78,"Stegelitz",FALSE,FALSE,FALSE,FALSE,FALSE,830997.023629237,5904449.17367247,5,2,0,377.4,204,1228,75,0,0,0
