"ID_plot","Plotnummer","Flaeche","Rand","Zaun","Rueckegasse","keine.baeume","Flaeche.bedeckt","x","y","n_trees","n_species","n_ash","height_mean","height_median","height_max","height_min","n_ets_new","n_ets_old","n_ets_total","ets_ratio","im_zaun"
"50Pla",50,"Plattenwald",0,0,0,0,1,490740.347597583,5429445.51029828,8,2,2,92.6,85.5,176,55,0,0,0,0,1
"51Pla",51,"Plattenwald",0,0,0,0,0,490746.842078067,5429437.90623862,82,3,4,181.5,125.5,450,55,0,0,0,0,1
"49Pla",49,"Plattenwald",0,0,0,0,0,490747.951657239,5429452.00477876,28,3,4,113.3,105,224,55,0,0,0,0,1
"48Pla",48,"Plattenwald",0,0,0,0,0,490754.446137723,5429444.40071911,18,3,4,308.2,111.5,1611,69,2,1,2,0.5,1
"52Pla",52,"Plattenwald",0,0,0,0,0,490753.33655855,5429430.30217897,46,4,5,357.9,176,1545,51,1,1,1,0.2,1
"47Pla",47,"Plattenwald",0,0,0,0,0,490760.940618206,5429436.79665945,47,3,0,367,230,3888,74,0,0,0,NA,1
"7Pla",7,"Plattenwald",0,0,0,0,0,490804.345817797,5429447.56646207,34,6,11,255.1,107,2351,44,0,0,0,0,1
"16Pla",16,"Plattenwald",0,0,0,0,0,490796.741758141,5429441.07198159,20,3,0,262.7,261.5,868,80,0,0,0,NA,1
"17Pla",17,"Plattenwald",0,0,0,0,0,490803.236238624,5429433.46792193,9,3,0,614.4,149,3525,121,0,0,0,NA,1
"26Pla",26,"Plattenwald",0,0,0,0,0,490789.137698485,5429434.57750111,56,5,2,271.1,141.5,5599,55,0,0,0,0,1
"25Pla",25,"Plattenwald",0,0,0,0,0,490795.632178968,5429426.97344145,63,4,5,140.3,119,384,69,0,1,1,0.2,1
"24Pla",24,"Plattenwald",0,0,0,0,0,490802.126659451,5429419.36938179,23,5,8,616.5,422,3953,64,1,1,2,0.25,1
"23Pla",23,"Plattenwald",0,0,0,0,1,490808.621139935,5429411.76532214,2,2,1,181.5,181.5,313,50,0,0,0,0,1
"22Pla",22,"Plattenwald",0,0,0,0,0,490815.115620418,5429404.16126248,21,3,0,835.7,467,2528,160,0,0,0,NA,1
"21Pla",21,"Plattenwald",0,0,0,0,0,490821.610100901,5429396.55720283,23,3,3,489,315,2897,141,1,3,3,1,1
"20Pla",20,"Plattenwald",0,0,0,0,1,490822.719680074,5429410.65574296,2,1,0,3981,3981,7201,761,0,0,0,NA,1
"19Pla",19,"Plattenwald",0,0,0,0,0,490816.225199591,5429418.25980262,18,4,0,335.5,107,2970,65,0,0,0,NA,1
"5Pla",5,"Plattenwald",0,0,0,0,0,490817.334778763,5429432.35834276,19,3,5,215.4,114,698,50,0,0,0,0,1
"18Pla",18,"Plattenwald",0,0,0,0,1,490809.730719107,5429425.86386228,1,1,1,71,71,71,71,0,0,0,0,1
"6Pla",6,"Plattenwald",0,0,0,0,0,490810.84029828,5429439.96240242,19,4,8,445.4,100,5481,53,0,0,0,0,1
"70Pla",70,"Plattenwald",1,0,0,1,0,490726.249057444,5429446.61987745,0,0,0,NA,NA,NA,NA,0,0,0,NA,1
"4Leu",4,"Leutzsch",0,0,0,0,0,731410.177538589,5695244.49616797,89,2,8,237.4,210,495,80,0,0,0,0,1
"3Leu",3,"Leutzsch",0,0,0,0,0,731407.866429487,5695254.31710417,7,2,5,577.7,129,1871,56,1,3,3,0.6,1
"2Leu",2,"Leutzsch",0,0,0,0,0,731405.555320385,5695264.13804036,23,1,0,185.1,180,387,75,0,0,0,NA,1
"1Leu",1,"Leutzsch",0,0,0,0,0,731403.244211283,5695273.95897656,39,2,13,180.9,142,1633,55,1,0,1,0.0769230769230769,1
"20Leu",20,"Leutzsch",0,0,0,0,0,731412.870673495,5695276.31677474,2,1,0,215,215,250,180,0,0,0,NA,1
"19Leu",19,"Leutzsch",0,0,0,0,0,731415.181782597,5695266.49583854,67,3,9,166.8,135,873,58,0,0,0,0,1
"18Leu",18,"Leutzsch",0,0,0,0,0,731417.492891699,5695256.67490234,38,2,8,204.9,127.5,1500,70,1,1,1,0.125,1
"21Leu",21,"Leutzsch",0,0,0,0,0,731424.808244809,5695268.85363671,26,2,4,418.4,381,1350,115,0,1,1,0.25,1
"22Leu",22,"Leutzsch",0,0,0,0,0,731427.119353911,5695259.03270052,47,3,8,315.5,196,1753,79,3,1,3,0.375,1
"23Leu",23,"Leutzsch",0,0,0,0,0,731429.430463013,5695249.21176432,35,2,6,203.7,211,735,75,0,0,0,0,1
"24Leu",24,"Leutzsch",0,0,0,0,0,731431.741572115,5695239.39082813,16,2,13,210.6,136,1315,80,1,0,1,0.0769230769230769,1
"25Leu",25,"Leutzsch",0,0,0,1,0,731434.052681218,5695229.56989193,0,0,0,NA,NA,NA,NA,0,0,0,NA,1
"26Leu",26,"Leutzsch",0,0,0,0,0,731436.36379032,5695219.74895573,19,2,1,298.7,266,583,76,0,0,0,0,1
"40Leu",40,"Leutzsch",0,0,0,0,0,731434.434707021,5695271.21143489,7,2,3,423.4,165,1748,23,1,1,1,0.333333333333333,1
"39Leu",39,"Leutzsch",0,0,0,0,0,731436.745816123,5695261.39049869,11,2,9,1074.5,895,2740,155,4,5,7,0.777777777777778,1
"38Leu",38,"Leutzsch",0,0,0,0,0,731439.056925225,5695251.5695625,12,2,5,129.4,129.5,239,64,0,0,0,0,1
"37Leu",37,"Leutzsch",0,0,0,0,0,731441.368034327,5695241.7486263,7,2,5,298.3,153,1075,53,0,0,0,0,1
"36Leu",36,"Leutzsch",0,0,0,1,0,731443.67914343,5695231.9276901,0,0,0,NA,NA,NA,NA,0,0,0,NA,1
"46Leu",46,"Leutzsch",0,0,0,0,0,731453.305605641,5695234.28548828,5,1,0,506.6,582,915,164,0,0,0,NA,1
"45Leu",45,"Leutzsch",0,0,0,0,0,731450.994496539,5695244.10642448,37,2,16,190.6,157,535,39,0,0,0,0,1
"44Leu",44,"Leutzsch",0,0,0,0,0,731448.683387437,5695253.92736067,1,1,1,94,94,94,94,0,0,0,0,1
"43Leu",43,"Leutzsch",0,0,0,0,0,731446.372278335,5695263.74829687,9,1,9,351,405,610,89,1,1,1,0.111111111111111,1
"42Leu",42,"Leutzsch",0,0,0,0,0,731444.061169233,5695273.56923306,6,2,5,426.3,340,1115,130,0,2,2,0.4,1
"59Leu",59,"Leutzsch",0,0,0,0,0,731458.309849649,5695256.28515885,19,3,13,137,107,320,60,0,0,0,0,1
"60Leu",60,"Leutzsch",0,0,0,0,0,731455.998740547,5695266.10609504,6,1,6,476.8,396,991,58,2,3,4,0.666666666666667,1
"61Leu",61,"Leutzsch",0,0,0,0,0,731453.687631445,5695275.92703124,30,3,7,271,195.5,810,71,0,0,0,0,1
"64Leu",64,"Leutzsch",0,0,0,1,1,731463.314093656,5695278.28482941,0,0,0,NA,NA,NA,NA,0,0,0,NA,1
"65Leu",65,"Leutzsch",0,0,0,0,0,731465.625202759,5695268.46389322,18,2,13,121.7,104,440,34,3,1,3,0.230769230769231,1
"66Leu",66,"Leutzsch",0,0,0,0,0,731467.936311861,5695258.64295702,25,1,0,195.8,185,408,112,0,0,0,NA,1
"67Leu",67,"Leutzsch",0,0,0,0,0,731470.247420963,5695248.82202083,10,2,3,330.2,205,1035,116,1,2,2,0.666666666666667,1
"68Leu",68,"Leutzsch",0,0,0,0,0,731472.558530065,5695239.00108463,24,3,5,203.3,195,400,75,0,0,0,0,1
"69Leu",69,"Leutzsch",0,0,0,0,0,731474.869639167,5695229.18014843,29,2,19,230.1,135,1858,64,1,1,1,0.0526315789473684,1
"78Leu",78,"Leutzsch",0,0,0,0,1,731484.496101379,5695231.53794661,2,2,0,2223,2223,4300,146,0,0,0,NA,1
"79Leu",79,"Leutzsch",0,0,0,0,0,731482.184992277,5695241.3588828,14,1,14,460.1,124.5,1675,42,3,5,5,0.357142857142857,1
"80Leu",80,"Leutzsch",0,0,0,0,0,731479.873883175,5695251.179819,24,2,8,198.2,155,934,62,1,2,2,0.25,1
"81Leu",81,"Leutzsch",0,0,0,0,0,731477.562774073,5695261.0007552,17,2,9,124.7,109,215,80,0,0,0,0,1
"82Leu",82,"Leutzsch",0,0,0,0,0,731475.251664971,5695270.82169139,25,2,4,249.1,198,688,62,0,1,1,0.25,1
"83Leu",83,"Leutzsch",0,0,0,0,0,731472.940555868,5695280.64262759,31,2,5,438.6,326,1502,95,1,0,1,0.2,1
"86Leu",86,"Leutzsch",0,0,0,0,0,731482.56701808,5695283.00042576,44,2,18,269.3,178.5,1762,45,3,4,4,0.222222222222222,1
"84Leu",84,"Leutzsch",0,0,0,1,1,731470.629446766,5695290.46356378,0,0,0,NA,NA,NA,NA,0,0,0,NA,1
"87Leu",87,"Leutzsch",0,0,0,0,0,731484.878127183,5695273.17948957,40,3,14,254.7,207.5,803,90,2,1,2,0.142857142857143,1
"88Leu",88,"Leutzsch",0,0,0,0,0,731487.189236285,5695263.35855337,39,2,17,180.9,169,318,70,0,0,0,0,1
"89Leu",89,"Leutzsch",0,0,0,0,0,731489.500345387,5695253.53761718,13,2,6,265.2,156,743,61,2,2,3,0.5,1
"5Leu",5,"Leutzsch",0,0,0,0,0,731412.488647691,5695234.67523178,29,2,7,194.2,183,490,43,0,0,0,0,1
"6Leu",6,"Leutzsch",0,0,0,0,0,731414.799756794,5695224.85429558,6,2,3,155.7,144.5,225,95,0,0,0,0,1
"7Leu",7,"Leutzsch",0,0,0,0,0,731417.110865896,5695215.03335938,29,2,13,180.3,156,466,66,0,0,0,0,1
"8Leu",8,"Leutzsch",0,0,0,0,0,731419.421974998,5695205.21242319,18,3,6,339.6,221,1096,83,2,1,2,0.333333333333333,1
"9Leu",9,"Leutzsch",0,0,0,0,0,731421.7330841,5695195.39148699,9,3,6,368.8,100,2114,54,1,0,1,0.166666666666667,1
"10Leu",10,"Leutzsch",0,0,0,0,0,731424.044193202,5695185.5705508,11,2,2,166.5,176,266,51,0,0,0,0,1
"11Leu",11,"Leutzsch",0,0,0,0,0,731433.670655414,5695187.92834897,6,3,3,801.8,261,2061,86,1,1,1,0.333333333333333,1
"12Leu",12,"Leutzsch",0,0,0,0,0,731431.359546312,5695197.74928517,24,3,17,495.7,442,1451,62,8,7,11,0.647058823529412,1
"13Leu",13,"Leutzsch",0,0,0,0,0,731429.04843721,5695207.57022136,34,2,13,439.9,295.5,1818,67,7,2,7,0.538461538461538,1
"14Leu",14,"Leutzsch",0,0,0,0,0,731426.737328108,5695217.39115756,9,2,2,258.3,134,624,80,0,0,0,0,1
"15Leu",15,"Leutzsch",0,0,0,0,0,731424.426219006,5695227.21209375,1,1,1,96,96,96,96,0,0,0,0,1
"16Leu",16,"Leutzsch",0,0,0,0,0,731422.115109903,5695237.03302995,55,3,10,277.4,273,598,83,0,0,0,0,1
"17Leu",17,"Leutzsch",0,0,0,0,0,731419.804000801,5695246.85396615,22,3,5,319.2,123,4304,73,0,0,0,0,1
"29Leu",29,"Leutzsch",0,0,1,0,0,731443.297117626,5695190.28614715,3,2,1,111.3,101,134,99,0,0,0,0,1
"28Leu",28,"Leutzsch",0,0,0,0,0,731440.986008524,5695200.10708334,39,3,8,144.9,132,313,57,0,0,0,0,1
"27Leu",27,"Leutzsch",0,0,0,0,0,731438.674899422,5695209.92801954,8,2,2,300.5,272,710,60,0,0,0,0,1
"32Leu",32,"Leutzsch",0,0,0,0,0,731452.923579838,5695192.64394532,39,4,1,364,116,9990,69,0,0,0,0,1
"33Leu",33,"Leutzsch",0,0,0,0,0,731450.612470736,5695202.46488152,38,5,11,153,129.5,972,54,0,0,0,0,1
"34Leu",34,"Leutzsch",0,0,0,0,0,731448.301361634,5695212.28581771,39,2,13,186.7,165,417,83,0,0,0,0,1
"35Leu",35,"Leutzsch",0,0,0,0,0,731445.990252532,5695222.10675391,19,2,9,222.5,167,588,105,0,0,0,0,1
"51Leu",51,"Leutzsch",0,0,0,1,0,731464.861151152,5695185.1808073,0,0,0,NA,NA,NA,NA,0,0,0,NA,1
"50Leu",50,"Leutzsch",0,0,0,0,0,731462.55004205,5695195.0017435,15,3,1,199.5,142,582,92,0,0,0,0,1
"49Leu",49,"Leutzsch",0,0,0,0,0,731460.238932948,5695204.82267969,7,2,2,137.4,144,229,71,0,0,0,0,1
"48Leu",48,"Leutzsch",0,0,0,0,0,731457.927823846,5695214.64361589,22,2,9,315.9,245.5,978,60,1,1,1,0.111111111111111,1
"58Leu",58,"Leutzsch",0,0,0,0,0,731460.620958751,5695246.46422265,8,2,1,155.2,157.5,260,73,0,0,0,0,1
"57Leu",57,"Leutzsch",0,0,0,0,0,731462.932067853,5695236.64328645,18,2,2,300.7,276.5,933,103,0,0,0,0,1
"56Leu",56,"Leutzsch",0,0,0,0,0,731465.243176955,5695226.82235026,36,2,17,194.2,164.5,465,43,0,0,0,0,1
"55Leu",55,"Leutzsch",0,0,0,0,1,731467.554286058,5695217.00141406,6,3,4,168.5,120,476,76,1,1,1,0.25,1
"54Leu",54,"Leutzsch",0,0,0,0,0,731469.86539516,5695207.18047787,16,2,1,359.9,320.5,751,139,0,0,0,0,1
"53Leu",53,"Leutzsch",0,0,0,0,0,731472.176504262,5695197.35954167,7,2,1,285.1,179,930,121,1,1,1,1,1
"72Leu",72,"Leutzsch",0,0,0,0,0,731481.802966474,5695199.71733985,10,2,8,103.1,77.5,252,65,0,0,0,0,1
"71Leu",71,"Leutzsch",0,0,0,0,0,731479.491857372,5695209.53827604,19,2,5,158.4,158,259,80,0,0,0,0,1
"70Leu",70,"Leutzsch",0,0,0,0,0,731477.18074827,5695219.35921224,37,3,33,295.2,128,4650,74,3,1,3,0.0909090909090909,1
"75Leu",75,"Leutzsch",0,0,0,0,0,731491.429428686,5695202.07513802,22,3,11,251.7,152.5,1734,71,3,1,3,0.272727272727273,1
"76Leu",76,"Leutzsch",0,0,0,0,0,731489.118319584,5695211.89607422,9,3,6,143.1,152,235,53,0,0,0,0,1
"77Leu",77,"Leutzsch",0,0,0,0,0,731486.807210481,5695221.71701041,34,2,18,152.9,134,333,56,1,1,2,0.111111111111111,1
"94Leu",94,"Leutzsch",0,0,1,1,0,731501.055890898,5695204.4329362,0,0,0,NA,NA,NA,NA,0,0,0,NA,1
"93Leu",93,"Leutzsch",0,0,1,1,1,731498.744781796,5695214.25387239,0,0,0,NA,NA,NA,NA,0,0,0,NA,1
"92Leu",92,"Leutzsch",0,0,1,1,0,731496.433672693,5695224.07480859,0,0,0,NA,NA,NA,NA,0,0,0,NA,1
"91Leu",91,"Leutzsch",0,0,1,0,0,731494.122563591,5695233.89574478,24,2,7,573.2,503.5,1866,131,2,3,3,0.428571428571429,1
"90Leu",90,"Leutzsch",0,0,1,0,0,731491.811454489,5695243.71668098,65,2,11,463.8,304,3178,86,5,4,6,0.545454545454545,1
"47Leu",47,"Leutzsch",0,0,0,1,0,731455.616714743,5695224.46455208,0,0,0,NA,NA,NA,NA,0,0,0,NA,1
"95Leu",95,"Leutzsch",0,0,1,0,0,731503.367,5695194.612,21,3,12,91.7,79,193,48,0,0,0,0,1
"74Leu",74,"Leutzsch",0,0,0,0,0,731493.740537788,5695192.25420182,23,2,8,190.1,153,958,65,1,1,1,0.125,1
"38Ett",38,"Ettersberg",0,0,0,0,0,660644.347166784,5654693.05757737,9,2,3,94,89,131,59,0,0,0,0,0
"37Ett",37,"Ettersberg",0,0,0,0,0,660643.722401114,5654683.07731008,5,2,4,96.6,89,138,71,0,0,0,0,0
"36Ett",36,"Ettersberg",0,0,0,0,0,660643.097635445,5654673.0970428,80,3,47,145.2,130,405,45,2,1,3,0.0638297872340425,0
"22Ett",22,"Ettersberg",0,0,0,0,0,660623.236903549,5654674.35285319,6,3,1,150,94,391,52,0,0,0,0,0
"23Ett",23,"Ettersberg",0,0,0,0,0,660623.861669219,5654684.33312047,11,3,4,77.9,75,109,40,0,0,0,0,0
"24Ett",24,"Ettersberg",0,0,0,0,0,660624.486434888,5654694.31338776,8,2,1,86.8,87,111,57,0,0,0,0,0
"25Ett",25,"Ettersberg",0,0,0,0,0,660625.111200557,5654704.29365504,59,2,54,79.1,79,116,48,1,0,1,0.0185185185185185,0
"18Ett",18,"Ettersberg",0,0,0,0,0,660615.180834609,5654704.92156024,78,4,75,73.9,69,295,41,0,0,0,0,0
"19Ett",19,"Ettersberg",0,0,0,0,0,660614.55606894,5654694.94129295,22,2,16,77.8,72.5,142,46,0,0,0,0,0
"20Ett",20,"Ettersberg",0,0,0,0,0,660613.931303271,5654684.96102567,21,5,13,87.9,75,343,40,0,0,0,0,0
"21Ett",21,"Ettersberg",0,0,0,0,0,660613.306537601,5654674.98075838,19,5,6,120.7,98,288,61,0,0,0,0,0
"8Ett",8,"Ettersberg",0,0,0,0,0,660603.376171653,5654675.60866358,1,1,0,448,448,448,448,0,0,0,NA,0
"9Ett",9,"Ettersberg",0,0,0,0,0,660604.000937323,5654685.58893086,41,4,35,73.8,74,138,24,1,1,2,0.0571428571428571,0
"52Ett",52,"Ettersberg",0,0,0,0,0,660662.333601671,5654661.86096512,25,4,3,95,94,170,43,0,0,0,0,1
"53Ett",53,"Ettersberg",0,0,0,0,0,660662.958367341,5654671.84123241,24,2,7,88.9,85.5,181,38,1,0,1,0.142857142857143,1
"54Ett",54,"Ettersberg",0,0,0,0,0,660663.58313301,5654681.82149969,47,4,22,87.9,85,168,45,0,0,0,0,1
"55Ett",55,"Ettersberg",0,0,0,0,0,660664.207898679,5654691.80176698,63,4,45,73.4,69,142,35,0,0,0,0,1
"56Ett",56,"Ettersberg",0,0,0,0,0,660664.832664349,5654701.78203426,25,3,14,75.1,73,129,42,0,0,0,0,1
"59Ett",59,"Ettersberg",0,0,0,0,0,660674.763030296,5654701.15412906,54,3,37,84.9,82,198,41,2,2,4,0.108108108108108,1
"60Ett",60,"Ettersberg",0,0,0,0,0,660674.138264627,5654691.17386178,59,3,39,83.3,73,185,35,1,1,1,0.0256410256410256,1
"70Ett",70,"Ettersberg",0,0,0,0,0,660684.693396244,5654700.52622387,92,5,66,99,92,273,36,3,0,3,0.0454545454545455,1
"69Ett",69,"Ettersberg",0,0,1,0,1,660684.068630575,5654690.54595658,25,5,15,91.6,79,174,56,0,0,0,0,1
"68Ett",68,"Ettersberg",0,0,1,0,0,660683.443864906,5654680.5656893,58,5,35,102.4,96,289,39,1,2,3,0.0857142857142857,1
"73Ett",73,"Ettersberg",0,0,0,0,0,660694.623762192,5654699.89831867,100,5,75,94.6,86,191,50,3,3,6,0.08,1
"74Ett",74,"Ettersberg",0,0,1,0,0,660693.998996523,5654689.91805139,31,4,12,104.4,99,169,46,0,0,0,0,1
"75Ett",75,"Ettersberg",0,0,0,0,0,660693.374230854,5654679.93778411,22,3,13,98.5,93,218,55,1,0,1,0.0769230769230769,1
"84Ett",84,"Ettersberg",0,0,0,0,0,660704.55412814,5654699.27041348,86,4,50,146.7,118,375,50,2,1,2,0.04,1
"87Ett",87,"Ettersberg",0,0,0,0,0,660714.484494088,5654698.64250828,41,3,35,79.1,67,162,35,1,0,1,0.0285714285714286,1
"88Ett",88,"Ettersberg",0,0,0,0,1,660713.859728419,5654688.662241,44,3,32,104.8,106,217,40,1,1,2,0.0625,1
"89Ett",89,"Ettersberg",0,0,0,0,0,660713.234962749,5654678.68197371,17,3,12,94.4,75,162,46,0,1,1,0.0833333333333333,1
"90Ett",90,"Ettersberg",0,0,0,0,0,660712.61019708,5654668.70170643,33,3,21,92.8,85,213,54,1,1,2,0.0952380952380952,1
"91Ett",91,"Ettersberg",0,0,0,0,0,660711.98543141,5654658.72143915,53,4,29,199.5,195,505,35,4,1,5,0.172413793103448,1
"98Ett",98,"Ettersberg",0,0,0,0,0,660724.414860036,5654698.01460309,30,4,14,506.2,368,1870,90,1,1,2,0.142857142857143,1
"86Ett",86,"Ettersberg",0,0,0,0,0,660715.109259757,5654708.62277557,70,4,40,82.1,75.5,264,39,1,0,1,0.025,1
"85Ett",85,"Ettersberg",0,0,0,0,0,660705.178893809,5654709.25068076,11,4,4,761.6,114,3556,50,0,0,0,0,1
"71Ett",71,"Ettersberg",0,0,0,0,0,660685.318161914,5654710.50649115,82,5,40,157.8,119.5,728,52,4,4,7,0.175,1
"57Ett",57,"Ettersberg",0,0,0,0,0,660665.457430018,5654711.76230154,20,3,12,82.6,80.5,142,52,1,0,1,0.0833333333333333,1
"50Ett",50,"Ettersberg",0,0,0,0,0,660652.403235723,5654662.48887032,41,3,12,88.4,89,133,38,0,0,0,0,0
"49Ett",49,"Ettersberg",0,0,0,0,0,660653.028001393,5654672.4691376,1,1,0,101,101,101,101,0,0,0,NA,0
"48Ett",48,"Ettersberg",0,0,0,0,0,660653.652767062,5654682.44940489,65,4,45,106,102,248,45,2,3,5,0.111111111111111,0
"47Ett",47,"Ettersberg",0,0,0,0,0,660654.277532731,5654692.42967217,38,3,28,91.9,86,158,59,1,0,1,0.0357142857142857,0
"46Ett",46,"Ettersberg",0,0,0,1,0,660654.902298401,5654702.40993945,0,0,0,NA,NA,NA,NA,0,0,0,NA,0
"45Ett",45,"Ettersberg",0,0,0,0,0,660655.52706407,5654712.39020674,6,2,5,59.2,57,88,44,0,0,0,0,0
"44Ett",44,"Ettersberg",0,0,0,0,0,660656.151829739,5654722.37047402,1,1,0,434,434,434,434,0,0,0,NA,0
"41Ett",41,"Ettersberg",0,0,0,0,0,660646.221463791,5654722.99837922,28,3,26,62.1,58,95,30,0,0,0,0,0
"40Ett",40,"Ettersberg",0,0,0,0,0,660645.596698122,5654713.01811193,15,4,4,88.5,75,214,53,0,0,0,0,0
"39Ett",39,"Ettersberg",0,0,0,0,0,660644.971932453,5654703.03784465,5,2,3,85.4,78,111,58,0,0,0,0,0
"34Ett",34,"Ettersberg",0,0,0,0,0,660633.792035166,5654683.70521528,5,3,1,114,124,155,73,0,0,0,0,0
"35Ett",35,"Ettersberg",0,0,0,1,0,660633.167269497,5654673.72494799,0,0,0,NA,NA,NA,NA,0,0,0,NA,0
"33Ett",33,"Ettersberg",0,0,0,0,0,660634.416800836,5654693.68548256,1,1,0,110,110,110,110,0,0,0,NA,0
"32Ett",32,"Ettersberg",0,0,0,0,0,660635.041566505,5654703.66574985,5,2,2,89.2,67,142,60,0,0,0,0,0
"31Ett",31,"Ettersberg",0,0,0,0,0,660635.666332174,5654713.64601713,41,3,35,70.6,70,118,40,0,0,0,0,0
"30Ett",30,"Ettersberg",0,0,0,0,0,660636.291097844,5654723.62628441,34,2,33,70.5,66,111,52,0,0,0,0,0
"27Ett",27,"Ettersberg",0,0,0,0,0,660626.360731896,5654724.25418961,43,2,42,68.7,69,104,40,0,0,0,0,0
"26Ett",26,"Ettersberg",0,0,0,0,0,660625.735966226,5654714.27392233,26,3,24,72.2,69,120,37,1,0,1,0.0416666666666667,0
"17Ett",17,"Ettersberg",0,0,0,0,0,660615.805600279,5654714.90182752,5,1,5,78.8,74,94,64,0,0,0,0,0
"16Ett",16,"Ettersberg",0,0,0,0,0,660616.430365948,5654724.8820948,4,1,4,71,70.5,78,65,0,0,0,0,0
"13Ett",13,"Ettersberg",0,0,0,0,0,660606.5,5654725.51,40,3,36,84.1,75,261,48,0,0,0,0,0
"12Ett",12,"Ettersberg",0,0,0,0,0,660605.875234331,5654715.52973272,33,2,31,67,68,108,37,1,0,1,0.032258064516129,0
"11Ett",11,"Ettersberg",0,0,0,0,0,660605.250468661,5654705.54946543,16,1,16,65.2,63,84,44,0,0,0,0,0
"10Ett",10,"Ettersberg",0,0,0,0,0,660604.625702992,5654695.56919815,31,3,24,74.2,72,166,43,0,0,0,0,0
"64Ett",64,"Ettersberg",0,0,0,0,0,660671.63920195,5654651.25279264,21,3,4,92.3,94,190,18,0,0,0,0,1
"63Ett",63,"Ettersberg",0,0,0,0,0,660672.263967619,5654661.23305993,71,4,43,116.2,112,316,36,2,1,3,0.0697674418604651,1
"62Ett",62,"Ettersberg",0,0,0,0,0,660672.888733288,5654671.21332721,46,4,32,123.2,119.5,317,48,1,2,3,0.09375,1
"61Ett",61,"Ettersberg",0,0,0,0,0,660673.513498958,5654681.1935945,58,3,34,98,89,194,38,0,2,2,0.0588235294117647,1
"65Ett",65,"Ettersberg",0,0,0,0,0,660681.569567898,5654650.62488745,40,5,9,235.8,146,735,64,2,3,3,0.333333333333333,1
"66Ett",66,"Ettersberg",0,0,0,0,0,660682.194333567,5654660.60515473,62,4,16,138.8,107.5,488,57,1,1,2,0.125,1
"67Ett",67,"Ettersberg",0,0,0,0,0,660682.819099236,5654670.58542202,44,5,23,121.1,116,274,54,5,1,6,0.260869565217391,1
"76Ett",76,"Ettersberg",0,0,0,0,0,660692.749465184,5654669.95751682,78,5,52,122.4,113,226,47,5,2,5,0.0961538461538462,1
"77Ett",77,"Ettersberg",0,0,0,0,0,660692.124699515,5654659.97724954,23,4,9,243.1,184,1058,80,2,0,2,0.222222222222222,1
"80Ett",80,"Ettersberg",0,0,0,0,0,660702.055065463,5654659.34934434,3,1,3,150.7,127,220,105,1,1,1,0.333333333333333,1
"81Ett",81,"Ettersberg",0,0,0,0,1,660702.679831132,5654669.32961163,6,2,2,139.3,148.5,215,52,0,0,0,0,1
"82Ett",82,"Ettersberg",0,0,0,0,0,660703.304596801,5654679.30987891,42,4,21,119.9,120.5,230,45,0,0,0,0,1
"83Ett",83,"Ettersberg",0,0,0,0,0,660703.929362471,5654689.29014619,72,5,38,134.2,118,390,41,1,2,2,0.0526315789473684,1
"94Ett",94,"Ettersberg",0,0,0,0,0,660721.915797358,5654658.09353395,2,2,1,64,64,82,46,0,0,0,0,1
"95Ett",95,"Ettersberg",0,0,0,0,0,660722.540563028,5654668.07380124,12,2,3,86.7,92.5,113,43,0,0,0,0,1
"96Ett",96,"Ettersberg",0,0,0,0,0,660723.165328697,5654678.05406852,44,4,33,137.7,108.5,1048,49,0,0,0,0,1
"97Ett",97,"Ettersberg",0,0,0,0,0,660723.790094366,5654688.0343358,48,4,36,99,96,186,50,2,0,2,0.0555555555555556,1
"99Ett",99,"Ettersberg",0,0,0,0,0,660725.039625705,5654707.99487037,109,4,84,128.1,115,301,28,2,2,3,0.0357142857142857,1
"72Ett",72,"Ettersberg",0,0,0,0,0,660695.248527861,5654709.87858596,77,5,53,151.8,148,368,51,3,1,3,0.0566037735849057,1
"58Ett",58,"Ettersberg",0,0,0,0,0,660675.387795966,5654711.13439635,68,4,57,106.2,106,266,22,0,0,0,0,1
"89Ste",89,"Stegelitz",0,0,0,1,0,830989.122943593,5904388.37596705,0,0,0,NA,NA,NA,NA,0,0,0,NA,0
"90Ste",90,"Stegelitz",0,0,0,1,0,830986.18254034,5904378.6268783,0,0,0,NA,NA,NA,NA,0,0,0,NA,0
"70Ste",70,"Stegelitz",0,0,0,1,0,830973.500403218,5904371.18096247,0,0,0,NA,NA,NA,NA,0,0,0,NA,0
"71Ste",71,"Stegelitz",0,0,0,1,0,830976.440806471,5904380.93005122,0,0,0,NA,NA,NA,NA,0,0,0,NA,0
"72Ste",72,"Stegelitz",0,0,0,1,0,830979.381209723,5904390.67913997,0,0,0,NA,NA,NA,NA,0,0,0,NA,0
"67Ste",67,"Stegelitz",0,0,0,1,0,830969.639475853,5904392.98231289,0,0,0,NA,NA,NA,NA,0,0,0,NA,0
"68Ste",68,"Stegelitz",0,0,0,1,0,830966.699072601,5904383.23322414,0,0,0,NA,NA,NA,NA,0,0,0,NA,0
"69Ste",69,"Stegelitz",0,0,0,1,0,830963.758669349,5904373.48413539,0,0,0,NA,NA,NA,NA,0,0,0,NA,0
"49Ste",49,"Stegelitz",0,0,0,1,0,830954.016935479,5904375.78730831,0,0,0,NA,NA,NA,NA,0,0,0,NA,0
"50Ste",50,"Stegelitz",0,0,0,1,0,830956.957338731,5904385.53639706,0,0,0,NA,NA,NA,NA,0,0,0,NA,0
